age,games,games_started,minutes_played,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,3-point_field_goals_per_game,3-point_field_goal_attempted_per_game,3-point_goal_percentage,2-point_field_goals_per_game,2-point_field_goals_attempted_per_game,2-point_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,3_point_attempt_rate,assist_percentage,block_percentage,defensive_box_plus_minux,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minux,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,turnover_percentage,total_rebound_percentage,true_shooting_percentage,usage_percentage,value_over_replacement_player,win_shares_per_48_minutes,position_C,position_PF,position_PG,position_SF,position_SG,games_start_percentage,rating
26,61,9,30.4,4.8,11.4,0.419,2.2,5.3,0.411,2.6,6.1,0.426,3.2,3.6,0.882,0.2,1.8,2.1,5,0.9,0,1.9,2.3,14.9,0.463,29.3,0.1,-2.1,6.7,2.4,0.318,3.1,0.9,4,16.8,1.5,12.8,3.9,0.574,22.5,1.4,0.166,0,0,1,0,0,0.147540984,77
28,26,14,16.5,2,3.9,0.51,0,0,0,2,3.9,0.51,0.3,0.8,0.4,1.6,3.2,4.8,1.1,1,0.4,1.1,1.8,4.3,0,10,1.8,3,22.3,0.7,0.196,-3.2,11.4,0,12.9,3,20.7,16.9,0.505,14.8,0.2,0.078,1,0,0,0,0,0.538461538,66
26,73,10,13,1.4,2.4,0.58,0,0,0,1.4,2.4,0.58,0.5,0.8,0.691,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2,3.3,0,8.6,1.9,2.1,19.2,1.4,0.316,-1.6,11,1,11.1,0.7,24.1,15.3,0.605,12.4,0.6,0.121,0,1,0,0,0,0.136986301,67
24,27,2,17.5,2.2,5.7,0.39,1.3,3.5,0.379,0.9,2.2,0.407,0.5,0.7,0.778,0.7,2.6,3.3,1.1,0.3,0.4,0.6,1.9,6.3,0.617,9.4,1.9,-1.9,17.5,0.2,0.117,0.5,4.4,0.5,12.1,0.8,8.5,10.8,0.525,17,0.1,0.074,0,1,0,0,0,0.074074074,69
31,20,0,18.4,2.8,6.6,0.427,0.4,1.3,0.28,2.5,5.3,0.462,1.6,2,0.795,0.3,1.6,1.9,1.6,0.4,0.2,1,1.5,7.5,0.191,13.4,0.8,-1.8,9.7,0.2,0.298,-2.2,1.5,0.2,11.5,1,11.4,5.6,0.506,20,-0.2,0.058,0,0,1,0,0,0,70
29,79,1,18.6,3.2,8.3,0.387,0.9,2.9,0.316,2.3,5.4,0.426,1,1.3,0.79,0.2,1.7,1.9,3.8,0.3,0,1.6,1.6,8.4,0.352,32.7,0,-2.7,10.5,0.9,0.152,-0.9,1.2,-0.1,11.6,0.9,15.2,5.7,0.471,23.9,-0.6,0.024,0,0,1,0,0,0.012658228,77
28,42,39,29.9,5.3,12,0.442,0.7,2.6,0.278,4.6,9.4,0.487,2,2.4,0.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,0.215,6.1,3.7,-1,14.7,0.7,0.203,-1.4,6.3,0.8,14.5,0.6,9.6,10.4,0.51,22.4,-0.1,0.058,1,0,0,0,0,0.928571429,70
21,78,24,28.3,3.5,8.7,0.399,0.8,2.4,0.347,2.6,6.3,0.419,1.7,2.3,0.718,0.8,3.1,4,1.5,0.8,0.3,1.1,2,9.5,0.28,7.6,0.7,0.9,11.9,2.8,0.267,-2.3,3.3,0.4,9.8,1.5,10,7.7,0.486,16.8,0.3,0.07,0,0,0,1,0,0.307692308,79
33,63,40,27.5,3.7,8.4,0.438,1.5,4.5,0.343,2.1,3.9,0.549,1,1.4,0.733,1,3.7,4.6,2,0.9,0.4,1.3,2.9,9.9,0.537,10.6,1.2,0.8,14.4,2,0.171,0.7,4,1.5,12,1.6,13,9.3,0.552,16.6,1.5,0.097,0,0,0,1,0,0.634920635,75
23,41,0,9.4,1.6,3.8,0.417,0.2,0.8,0.303,1.3,3,0.447,0.6,0.8,0.813,0.4,1.4,1.8,0.8,0.2,0.2,0.4,0.8,4,0.212,13.3,1.3,-0.7,16,0.4,0.205,-1.9,4.5,0.3,13.5,1.2,9.6,10.3,0.488,21.2,-0.1,0.078,0,0,0,0,1,0,69
28,82,73,27.6,4.3,8.8,0.486,0,0.1,0.333,4.3,8.8,0.487,2.5,2.9,0.858,2,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,0.008,6.4,2.4,0.2,15.9,1.9,0.33,-1.3,7.8,3.2,15,0.8,10.9,11.8,0.549,18.2,0.5,0.107,0,1,0,0,0,0.890243902,77
25,82,82,36,4.6,10,0.465,1.8,4.9,0.361,2.9,5.1,0.566,2,2.5,0.803,1.4,6,7.5,5.1,0.9,0.7,2.5,1.9,13,0.491,20.9,1.3,1.8,17.8,3.1,0.248,2.4,4.3,4.8,15.8,1.3,18.6,11.1,0.589,16.5,4.6,0.128,0,0,0,1,0,1,78
25,41,14,25.3,3.9,9.2,0.418,1.2,3.1,0.395,2.6,6.1,0.43,1.2,1.5,0.803,0.3,1.8,2.1,3.1,1,0.1,1.5,2.2,10.1,0.341,20.4,0.3,-1.5,8.1,0.7,0.161,-0.2,1.5,0.7,12.5,2,12.9,4.7,0.514,19.9,0.1,0.064,0,0,1,0,0,0.341463415,76
27,53,4,9.3,1.3,3.1,0.436,0,0,0,1.3,3.1,0.436,0.4,0.4,0.905,1.1,1.7,2.7,0.6,0,0.1,0.7,1.5,3,0,9.9,0.7,-0.3,19.4,0.6,0.129,-3.7,13.6,-0.1,9.7,0.2,17.3,16.6,0.467,19.2,-0.2,0.055,1,0,0,0,0,0.075471698,71
24,23,15,28,4.8,10.7,0.451,1.4,3.9,0.371,3.4,6.8,0.497,2,3.2,0.644,0.2,3.1,3.3,3.1,1.3,0.3,2.2,2.6,13.1,0.362,17.7,0.8,-0.7,12,0.4,0.297,-0.5,0.8,0,13.3,2.3,15.5,6.4,0.543,22.3,0.1,0.029,0,0,0,0,1,0.652173913,70
20,73,73,34.7,6.6,15.7,0.419,1.9,4.7,0.402,4.7,11,0.426,2,2.6,0.788,0.7,3,3.7,3.3,1,0.2,1.8,2.1,17.1,0.299,16,0.6,-1.3,10.2,2.4,0.164,0.2,2.4,1.6,14.3,1.4,9.4,6.3,0.507,24.3,0.5,0.076,0,0,0,0,1,1,79
25,55,2,15.1,3.2,6.5,0.499,0.4,1,0.389,2.8,5.5,0.518,1.1,1.4,0.772,0.6,2.6,3.1,0.8,0.4,0.4,1,1.7,7.9,0.152,8.8,2.2,-1.2,20.5,1.1,0.223,-2.2,4.9,0.5,16.8,1.5,12.8,13,0.559,25.7,-0.3,0.092,0,0,0,1,0,0.036363636,72
27,80,25,25.2,4.2,8.7,0.485,1.6,3.7,0.43,2.6,5,0.525,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,0.422,13.2,0.3,-0.3,11.2,2.4,0.188,1.9,1,3.5,15,1.3,11.2,6.3,0.605,19,1.9,0.14,0,0,0,1,0,0.3125,76
20,52,0,12.8,1.5,4.3,0.356,0.3,1,0.245,1.3,3.3,0.39,0.8,1.3,0.638,0.9,2,3,0.3,0.4,0.2,0.9,1.8,4.2,0.236,4,1,-1.5,18.4,0.7,0.307,-5.8,8.1,-1.1,6.9,1.6,15.5,13.1,0.425,20.3,-0.9,-0.028,0,1,0,0,0,0,71
25,56,55,31.3,3.6,8.6,0.414,1.6,4.6,0.361,1.9,4,0.473,1.5,1.8,0.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,0.53,12.8,1,0.6,7.4,1.6,0.212,1.9,4.9,2.7,12.4,2.2,11.2,6.2,0.545,14.8,2,0.116,0,0,1,0,0,0.982142857,79
27,6,0,7.5,0.2,0.2,1,0,0,0,0.2,0.2,1,0.2,1,0.167,0.3,2.5,2.8,0,0,0,0.3,1,0.5,0,0,0,-4.3,39.7,0,6,-10.7,5,-0.1,2.4,0,35.5,21.8,0.412,5.7,-0.1,-0.033,1,0,0,0,0,0,66
21,77,9,13.9,1.1,1.9,0.611,0,0,0,1.1,1.9,0.611,0.6,1.2,0.517,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,0,1.1,6.3,2.2,27.6,2.1,0.618,-4.7,11,1.1,13.3,0.3,17.9,19.3,0.606,9.6,-0.1,0.144,1,0,0,0,0,0.116883117,75
24,78,13,15.6,2.7,5,0.534,0,0,0,2.7,5,0.537,1,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1,2.5,6.4,0.005,8.9,1.4,0.8,21.6,1.5,0.308,-0.2,13.3,1.8,17.3,2.5,14.7,17.5,0.557,19.6,0.8,0.133,0,1,0,0,0,0.166666667,69
33,28,1,21.7,1.6,4.3,0.375,1,2.8,0.342,0.6,1.5,0.439,0.2,0.3,0.625,0.2,1.8,2,3.6,0.7,0.2,1.1,1.3,4.4,0.658,22.7,0.7,0.2,9,0.7,0.067,-1.8,0.9,0.3,9.4,1.6,20.1,5,0.494,11.2,0.1,0.084,0,0,1,0,0,0.035714286,72
27,73,7,22.2,4.4,9.2,0.476,0.2,0.7,0.278,4.2,8.5,0.494,2.2,3,0.742,1.6,3.7,5.3,1.5,1,0.5,1.5,2.3,11.2,0.08,12.8,2,0.7,19.9,2.1,0.328,-0.6,8.9,1.6,18.8,2.4,12.5,14.4,0.532,25.6,0.8,0.109,0,1,0,0,0,0.095890411,75
24,43,40,32.9,6.2,12.9,0.477,1.2,3.3,0.357,5,9.7,0.517,4.3,5.5,0.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,0.252,27,0.8,0.6,13.8,1.6,0.426,2.3,2.1,2.6,19.6,2.4,17.8,8,0.578,24.9,1.8,0.14,0,0,1,0,0,0.930232558,83
21,3,0,5,0.7,1.3,0.5,0,0.3,0,0.7,1,0.667,0.3,1.7,0.2,0,1,1,0.3,0,0,0.7,0.3,1.7,0.25,10.7,0,-3.1,23.4,0,1.25,-10.9,0,-0.1,0.5,0,24.4,11.4,0.403,24.3,0,-0.214,0,0,0,0,1,0,64
33,6,0,9.2,0.5,1,0.5,0.5,1,0.5,0,0,0,0.5,0.5,1,0,0.5,0.5,0.5,0.2,0,0.2,0.3,2,1,7.7,0,-2.2,6.4,0,0.5,0.1,0,0.1,9.9,0.9,12,3.1,0.82,6.7,0,0.121,0,0,0,0,1,0,68
29,67,67,26.4,3.5,5.6,0.627,0,0,0,3.5,5.6,0.627,0.3,1,0.344,2.7,7.3,10,1.7,0.7,1.8,1.4,3.1,7.3,0,9.3,5.2,5.6,29.7,4,0.171,-1.2,11.4,2.4,17,1.3,19.4,20.7,0.61,12.4,2.8,0.176,1,0,0,0,0,1,81
33,61,0,11.3,1.2,2.7,0.445,0.7,1.6,0.429,0.5,1.1,0.47,0.1,0.2,0.75,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,0.598,6.1,1.2,0.7,17.9,1,0.073,-0.4,2.7,0.8,11.2,1.1,8.6,10.6,0.582,12.1,0.4,0.123,0,1,0,0,0,0,74
26,72,45,21.6,3.1,5.6,0.551,0,0,0,3.1,5.6,0.554,0.7,1.1,0.618,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,0.005,6.3,2.4,1.3,17.5,2,0.189,-1.1,10.9,2.3,15,1.4,11.7,14.1,0.563,14.4,0.8,0.132,0,1,0,0,0,0.625,76
32,76,76,28.2,5.9,12.9,0.456,0,0,0,5.9,12.9,0.457,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2,2.8,13.7,0.002,10.9,0.8,0.6,25.9,4.3,0.197,-4,7.4,-0.9,14.4,1.3,12.6,16.8,0.489,26.3,-0.7,0.076,0,1,0,0,0,1,76
29,79,79,32,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1,1,1.6,2.4,16.2,0.229,5.8,2.7,0,20.3,3.4,0.285,0.5,5.1,4.6,19,1.7,10.4,13,0.597,22.6,1.6,0.152,1,0,0,0,0,1,86
23,60,58,30.9,6,13.8,0.438,1.3,3.3,0.395,4.7,10.4,0.451,1.5,1.9,0.804,0.8,3,3.8,1.4,1.1,0.2,1.6,2.4,14.9,0.242,8.1,0.5,-1.4,11.2,1.4,0.136,-1.1,2.9,0.4,12.7,1.7,9.9,6.9,0.51,23.2,-0.2,0.046,0,0,1,0,0,0.966666667,76
34,73,15,19.4,2.5,4.5,0.539,0,0,0,2.5,4.5,0.542,0.8,1.3,0.649,1.3,3.6,4.9,1,0.5,1.2,0.8,2.6,5.7,0.006,8.1,4.9,3.1,21.5,2.1,0.283,-2.7,8,1.4,14,1.4,13.8,14.8,0.561,13.9,0.9,0.121,1,0,0,0,0,0.205479452,74
27,81,81,32.2,4.8,10,0.481,0.7,2.6,0.28,4.1,7.4,0.552,2,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,0.261,7.9,0.9,1.3,6.2,2.7,0.281,0.4,2.6,2.4,12.7,2.9,10.4,4.3,0.55,16.5,2.4,0.095,0,0,0,1,0,1,76
28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7.3,0,0,0,0,0,0,0,0,0,0.029,0,0,0,1,0,0,69
29,29,12,29,4.4,11,0.406,1.4,4,0.362,3,7,0.431,1.6,1.8,0.902,0.7,2,2.7,5.2,0.9,0.2,2.3,2.4,11.9,0.365,27.7,0.6,-1.6,7.5,0.4,0.16,0.4,2.6,0.6,12.9,1.6,16.2,5,0.508,20.5,0.2,0.058,0,0,1,0,0,0.413793103,77
25,18,0,12.7,2.4,4.9,0.489,0.6,1.1,0.579,1.8,3.8,0.464,1,1.4,0.692,0.4,1.2,1.7,1.2,0.7,0.2,0.9,0.9,6.4,0.216,15.2,0.9,-1,10.3,0.1,0.295,-0.2,3.7,0.2,16.5,2.6,14.6,7,0.578,22.3,0,0.072,0,0,0,0,1,0,71
23,26,0,8.6,1,3.3,0.302,0.1,1.2,0.1,0.9,2.2,0.411,0.3,0.5,0.692,0.3,0.8,1.1,1.6,0.5,0.1,0.6,0.7,2.5,0.349,27.5,1.1,-1.8,10,0.2,0.151,-5,3.7,-0.5,8.2,2.8,14.9,6.8,0.349,20.4,-0.3,-0.068,0,0,1,0,0,0,65
28,19,0,7.8,0.8,2,0.421,0,0,0,0.8,2,0.421,0.4,0.6,0.667,0.3,0.5,0.8,0.2,0.6,0,0.5,0.6,2.1,0,4.1,0,0.2,7.4,0.2,0.316,-5,4.6,-0.2,8.4,4.3,18.8,6,0.462,16.7,-0.1,-0.013,0,0,0,0,1,0,68
35,6,6,29.5,5.2,12.2,0.425,0.5,2.7,0.188,4.7,9.5,0.491,3,3.5,0.857,0.3,4,4.3,6.3,1.2,0.2,5.7,1.5,13.8,0.219,34.6,0.4,-1.3,14.5,0.1,0.288,-4.7,1.2,-0.5,10.7,1.9,29.2,7.8,0.505,28.7,-0.2,-0.097,0,0,0,0,1,1,85
25,41,8,18.3,2.4,6.2,0.394,1,2.9,0.35,1.4,3.3,0.433,0.8,1,0.821,0.5,2,2.5,0.8,0.5,0,0.6,1.4,6.7,0.472,6.2,0.2,-1.3,12.5,0.6,0.154,-1.3,2.7,0.3,9.7,1.2,8.1,7.5,0.505,16.7,-0.1,0.059,0,0,0,1,0,0.195121951,70
22,43,0,9.2,1,2.8,0.355,0.5,1.7,0.301,0.5,1.1,0.438,0.2,0.2,0.778,0.3,1,1.3,0.3,0.2,0,0.3,0.6,2.7,0.603,4.3,0.2,-1.8,11.7,0.3,0.074,-2.9,3.2,-0.2,6.7,1.1,9.4,7.6,0.46,15.4,-0.3,0.019,0,0,0,1,0,0,70
21,70,68,32.3,4.9,12.8,0.38,1.6,4.8,0.33,3.3,8,0.41,1.5,1.6,0.903,0.5,2.4,3,5.7,0.6,0.1,1.9,2.1,12.8,0.375,29.4,0.2,-3,9,0,0.126,0.5,1.8,1,12.6,1,12.2,5.3,0.473,21.8,-0.3,0.02,0,0,1,0,0,0.971428571,75
22,78,12,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14,0.172,16.9,0.5,-1.7,10.7,0.6,0.449,0.5,3,2.6,15.8,1.7,13,6.8,0.547,23.9,0.5,0.07,0,0,0,0,1,0.153846154,77
33,22,0,27.2,3.5,8.5,0.409,2,4.6,0.441,1.4,3.8,0.369,0.7,0.9,0.842,0.2,3,3.2,1.2,1.1,0.3,0.4,2.5,9.7,0.548,6.4,0.8,-0.4,11.9,0.7,0.102,0.6,1,0.9,11.9,2,4,6.7,0.548,15,0.3,0.127,0,0,0,1,0,0,73
24,67,67,38.7,4.1,10.3,0.397,1,3.6,0.283,3.1,6.8,0.457,3.9,5,0.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6,13.1,0.346,11.1,1.1,2.4,10.5,4.6,0.488,0,3.9,2.4,13.5,2.6,10.8,7.2,0.522,16.8,2.9,0.131,0,0,0,0,1,1,86
34,50,2,7.6,1,2.2,0.464,0.5,1.2,0.419,0.5,1,0.521,0.2,0.3,0.571,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.6,2.7,0.564,7.4,1.8,-0.3,9.9,0.6,0.127,-0.6,1.9,0.5,12.2,1,8.7,6.1,0.585,15.4,0.1,0.138,0,0,0,0,1,0.04,77
24,14,0,10.4,1.1,3.4,0.313,0.4,1.2,0.294,0.7,2.2,0.323,0.6,0.6,0.889,0.3,1.4,1.6,0.7,0.6,0,0.7,0.8,3.1,0.354,10.6,0,0.2,15.2,0.2,0.188,-4.8,3.2,-0.2,7.2,2.9,16.1,9.2,0.414,19.3,-0.1,-0.009,0,0,1,0,0,0,66
26,2,0,18,4.5,11,0.409,0,0,0,4.5,11,0.409,2.5,3.5,0.714,3,6.5,9.5,1,0,0.5,2,1.5,11.5,0,11.2,2.1,-1.7,38.8,0.1,0.318,-5.7,19.7,0,19.9,0,13.8,29.7,0.459,36.9,0,0.063,1,0,0,0,0,0,73
31,56,3,18.8,3.3,7.7,0.428,0.4,1.1,0.323,2.9,6.6,0.446,1.7,2.2,0.802,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,8.7,0.144,32.5,0.5,-2.8,8.2,0.4,0.281,-0.7,2.4,0.6,14.4,1.9,17.6,5.1,0.502,23.8,-0.4,0.047,0,0,1,0,0,0.053571429,72
24,71,7,16.5,2,4.4,0.457,0.3,0.9,0.311,1.7,3.5,0.492,0.6,1,0.611,0.3,1.6,1.9,2.9,0.9,0.1,1.4,1.6,4.9,0.196,26.5,0.6,0.8,11.5,1.6,0.232,-1.9,2.3,-0.1,12.3,3,22.8,6.9,0.506,17.5,0.3,0.062,0,0,0,0,1,0.098591549,71
32,81,81,30.5,4.2,9.2,0.456,2.4,5.2,0.449,1.9,4,0.464,0.6,0.8,0.825,0.4,2,2.4,4.7,0.9,0.1,1.3,1.7,11.4,0.568,22.4,0.4,-2,7.6,0.8,0.084,3.3,1.4,5.4,15.2,1.4,11.7,4.5,0.596,16.2,2.1,0.122,0,0,1,0,0,1,76
20,80,41,19.8,2.3,5.8,0.396,0.7,2.3,0.319,1.5,3.4,0.447,0.6,0.8,0.77,0.5,1.5,2,0.7,0.9,0.2,0.4,1.8,5.9,0.402,5,0.6,-0.8,8.6,0.8,0.133,-1.2,2.5,1,9.4,2.4,5.4,5.4,0.483,13.9,0,0.055,0,0,0,0,1,0.5125,74
22,22,0,11.5,1.4,4,0.356,0.8,2.5,0.327,0.6,1.5,0.406,1,1.3,0.724,0.3,0.8,1.1,1,0.4,0.2,1,1.1,4.6,0.632,13.2,1.2,-2,7.1,0.2,0.333,-1.4,3.3,0,9.5,1.6,17.4,5.3,0.506,21,-0.1,0.031,0,0,1,0,0,0,73
27,73,73,32.1,4.1,8.8,0.47,1.3,3.7,0.362,2.8,5.1,0.548,1.5,1.9,0.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,0.417,8.9,0.7,1.1,14.5,2.6,0.22,1,5.3,3.2,13.9,2.3,10.1,10,0.575,15.2,2.4,0.119,0,0,0,1,0,1,78
37,81,0,24.4,4.1,10,0.407,1.8,4.6,0.394,2.3,5.4,0.418,2,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,0.457,16.5,1.5,-1,12.6,1.3,0.242,2.2,4,3,15.9,1.6,10.7,8.3,0.539,23.1,1.6,0.105,0,0,0,0,1,0,73
22,70,70,34.5,6.1,15.1,0.405,0.8,3,0.264,5.3,12.1,0.44,3.7,5.2,0.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3,16.7,0.197,30.2,1.4,0.4,15.6,2.1,0.348,-0.6,4.3,-0.8,15.5,2.6,16.9,9.8,0.48,25.7,1.1,0.026,0,0,1,0,0,1,77
25,71,2,18.1,2.4,5.8,0.422,0.9,2.5,0.347,1.6,3.3,0.479,1.2,1.7,0.68,0.8,2.9,3.7,1.2,0.6,0.2,1,1.4,6.9,0.429,10.5,0.8,-0.2,16.8,1.4,0.298,-0.6,5.1,1,12.9,1.7,13.4,11.3,0.528,18.3,0.4,0.091,0,1,0,0,0,0.028169014,74
27,73,73,29.8,3.5,7.7,0.454,1.2,3.1,0.385,2.3,4.6,0.5,1.7,2.2,0.742,0.6,2.4,2.9,4.9,1.6,0.2,2.2,2.9,9.8,0.404,24.3,0.6,0.2,9.6,2.5,0.291,1,2.5,2.4,14,2.9,20.4,6.2,0.567,17.4,1.7,0.106,0,0,1,0,0,1,75
31,55,55,30.2,3.5,5.9,0.593,0,0,0,3.5,5.8,0.595,1.8,2.8,0.632,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,0.003,5.5,3.4,1.8,27,1.9,0.481,-0.6,10.9,3.1,16.4,1.2,15.4,18.7,0.615,12.9,1.4,0.143,1,0,0,0,0,1,85
26,62,55,31.1,5,11.9,0.416,2,5.7,0.348,3,6.2,0.478,1.8,2.5,0.724,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,0.476,9.3,1.2,-0.6,13.3,1.2,0.206,0.7,3.2,1.8,12.4,1.2,8.9,8.2,0.526,19.5,1.1,0.076,0,0,0,1,0,0.887096774,78
27,31,0,6.4,0.7,2,0.355,0.3,1,0.29,0.4,1,0.419,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,0.5,5.8,1.1,-2.5,14.1,0.1,0.387,-1.1,7.4,0.2,11.1,0.5,7.6,10.8,0.489,17.4,-0.1,0.083,0,0,0,1,0,0,66
26,9,0,7.8,0.8,2.3,0.333,0.1,0.7,0.167,0.7,1.7,0.4,0.9,1.1,0.8,0.2,1.6,1.8,0.2,0.1,0.7,0.1,0.7,2.6,0.286,4.3,7.6,0.9,24.2,0.1,0.476,-4.8,3.3,0,13.5,0.8,3.8,13.4,0.453,17.5,0,0.08,0,1,0,0,0,0,67
22,23,0,7.5,1.1,2.9,0.388,0.5,1.3,0.355,0.7,1.6,0.417,0.2,0.3,0.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1,3,0.463,14.7,0.9,-2.1,11.1,0.1,0.104,-2.6,1.9,-0.2,9.2,2.4,16.7,6.4,0.485,22.4,-0.1,-0.025,0,0,0,0,1,0,68
25,21,0,8.8,0.8,2,0.405,0.1,0.9,0.167,0.7,1.1,0.583,0.5,0.5,0.909,0.4,1.4,1.9,0.6,0.1,0.1,0.5,0.8,2.2,0.429,9.1,1.1,0,17.4,0.2,0.262,-3,5.3,0,8.8,0.8,19,11.4,0.502,13.7,0,0.047,0,0,0,1,0,0,67
25,82,6,24.6,2.5,6.1,0.414,0.7,2.1,0.345,1.8,4,0.451,0.6,0.8,0.779,0.2,1.7,2,3,0.9,0.1,1.5,1.9,6.4,0.348,17.9,0.2,-0.8,8.6,1.7,0.136,-2.2,1.1,-0.5,8.8,2,19.3,5,0.497,15.6,-0.5,0.029,0,0,1,0,0,0.073170732,74
35,22,1,7.8,0.5,1.1,0.458,0,0.1,0,0.5,1,0.524,0.1,0.2,0.75,0.3,0.5,0.9,0.2,0.4,0,0.3,1.4,1.1,0.125,3.5,0.5,0.5,8.3,0.1,0.167,-4.1,4.9,-0.1,4.1,2.4,21.4,6.6,0.485,8.9,-0.1,0.017,1,0,0,0,0,0.045454545,66
26,80,35,25.9,4.1,8.7,0.467,0.9,2.4,0.376,3.2,6.3,0.501,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4,0.272,21.9,0.6,-0.4,7.3,2,0.323,1.4,2.6,3.8,16.2,2.2,14.3,5,0.575,19.7,1.6,0.136,0,0,1,0,0,0.4375,81
33,81,0,16.7,1.7,3,0.556,0,0.2,0.235,1.6,2.8,0.58,0.8,1.1,0.71,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2,0.071,10.9,1.7,1.1,14.1,1.6,0.386,-0.5,10.2,2,11.8,1.1,20.1,12.2,0.599,11.6,0.9,0.128,0,1,0,0,0,0,73
26,73,73,33.5,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,0.283,30.1,0.4,-0.7,8.4,2.7,0.268,4.1,2,5.5,20,2.4,11.5,5.2,0.545,24.6,3.3,0.161,0,0,1,0,0,1,87
29,41,0,6.5,1.3,2.9,0.47,0.8,1.9,0.418,0.5,0.9,0.579,0.2,0.3,0.714,0.2,0.6,0.8,0.4,0.1,0.2,0.3,0.9,3.7,0.675,12.6,2,-2.1,10.1,0.4,0.12,3.5,3.1,0.6,17.6,0.6,10.2,6.8,0.621,23.7,0.2,0.186,0,0,0,1,0,0,71
23,71,71,32.4,8.3,16.8,0.496,0,0.1,0,8.3,16.7,0.499,6.1,8.4,0.726,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,0.006,17.8,3.2,2.9,30.5,3.8,0.5,1.9,10.6,4.1,26.1,2.4,14.7,20.4,0.555,32.7,3.9,0.166,1,0,0,0,0,1,89
23,7,0,4.9,0.9,2,0.429,0.6,1.6,0.364,0.3,0.4,0.667,0,0,0,0.3,0.4,0.7,0,0.3,0,0.1,0.4,2.3,0.786,0,0,-4.9,9.3,0,0,1.3,6.9,0.1,15,2.9,6.7,8.2,0.571,19.3,0,0.122,0,0,0,1,0,0,76
33,69,24,30.3,6.1,14.7,0.416,2.3,6.5,0.361,3.8,8.2,0.46,4,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2,1.7,18.6,0.441,17.4,0.4,-2.6,6.4,1.5,0.318,2.7,1.9,3.8,17.3,1.4,10.5,4.2,0.556,27.2,1.2,0.122,0,0,0,0,1,0.347826087,81
25,42,0,15.7,3.3,7.9,0.417,1,3,0.313,2.4,4.9,0.483,0.9,1,0.837,0.2,1.3,1.5,1.4,0.3,0,1.2,1,8.4,0.384,14.2,0.2,-2.7,8.6,0.7,0.129,-1.9,1.7,-0.2,11.9,1,12.4,5.2,0.503,26.8,-0.4,0.033,0,0,0,0,1,0,74
