player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Taj Gibson,PF,30,CHI,73,55,26.5,3.6,6.8,0.526,0.0,0.0,0.0,3.6,6.8,0.529,0.526,1.4,2.0,0.692,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6,0.006,8.3,2.9,1.6,1.7,15.9,2.2,0.292,-0.1,11.4,3.2,15.7,1.2,12.1,13.7,0.556,14.6,1.7,5.4,0.133,79
Manu Ginobili,SG,38,SAS,58,0,19.6,3.4,7.5,0.453,1.2,3.1,0.391,2.2,4.4,0.496,0.533,1.6,1.9,0.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6,0.411,23.6,0.8,3.6,1.3,11.7,2.3,0.257,2.3,2.7,1.5,17.8,3.0,17.0,7.3,0.573,23.6,1.6,3.8,0.16,77
Rudy Gobert,C,23,UTA,61,60,31.7,3.2,5.8,0.559,0.0,0.0,,3.2,5.8,0.559,0.559,2.6,4.6,0.569,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,9.1,0.0,7.4,5.9,3.7,4.8,27.7,3.8,0.799,-1.1,12.6,2.6,17.5,1.2,19.2,20.2,0.582,14.2,2.8,6.4,0.16,86
Aaron Gordon,PF,20,ORL,78,37,23.9,3.5,7.4,0.473,0.5,1.8,0.296,3.0,5.6,0.531,0.509,1.7,2.5,0.668,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,9.2,0.245,10.3,2.4,1.8,1.2,21.3,2.2,0.333,0.6,9.0,3.2,17.0,1.6,9.0,15.1,0.541,17.3,1.8,5.4,0.139,76
Marcin Gortat,C,31,WAS,75,74,30.1,5.8,10.2,0.567,0.0,0.0,0.0,5.8,10.2,0.567,0.567,1.9,2.8,0.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5,0.001,7.5,3.4,1.2,1.7,26.3,3.1,0.271,-0.5,10.8,4.2,19.0,1.0,12.4,18.4,0.592,18.9,1.8,7.3,0.156,78
Danny Green,SG,28,SAS,79,79,26.1,2.7,7.1,0.376,1.5,4.4,0.332,1.2,2.7,0.448,0.48,0.4,0.6,0.739,0.6,3.2,3.8,1.8,1.0,0.8,0.9,1.8,7.2,0.622,9.3,2.4,2.7,3.0,13.6,4.1,0.082,-0.2,2.7,0.2,10.5,2.0,11.4,8.4,0.492,14.6,2.5,4.2,0.099,76
Draymond Green,PF,25,GSW,81,81,34.7,5.0,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0,0.315,29.0,3.0,5.8,3.9,23.0,5.1,0.402,2.0,5.5,6.0,19.3,2.0,21.2,14.7,0.587,18.8,5.5,11.1,0.19,86
JaMychal Green,PF,25,MEM,78,15,18.5,2.9,6.3,0.465,0.2,0.6,0.333,2.8,5.8,0.478,0.48,1.3,1.8,0.752,1.8,3.0,4.8,0.9,0.6,0.4,1.1,2.4,7.4,0.091,7.7,2.1,-1.9,-0.3,19.3,1.4,0.277,-1.6,10.5,1.2,14.6,1.6,13.0,14.7,0.52,19.8,0.0,2.6,0.086,75
Blake Griffin,PF,26,LAC,35,35,33.4,8.6,17.2,0.499,0.2,0.5,0.333,8.4,16.7,0.504,0.504,4.0,5.5,0.727,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4,0.03,27.2,1.1,3.3,1.6,22.3,1.6,0.322,1.7,4.8,2.2,22.1,1.2,10.8,13.7,0.544,29.8,1.6,3.8,0.156,87
James Harden,SG,26,HOU,82,82,38.1,8.7,19.7,0.439,2.9,8.0,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0,0.406,35.4,1.4,6.7,-0.4,15.6,2.6,0.518,7.1,2.2,10.7,25.3,2.2,15.9,8.8,0.598,32.5,6.9,13.3,0.204,95
Maurice Harkless,SF,22,POR,78,14,18.7,2.5,5.3,0.474,0.5,1.8,0.279,2.0,3.5,0.576,0.522,0.9,1.4,0.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4,0.341,6.9,1.9,-0.2,0.2,13.3,1.3,0.27,-0.4,7.5,1.6,13.3,1.7,11.9,10.4,0.541,15.6,0.7,2.9,0.096,75
Montrezl Harrell,PF,22,HOU,39,1,9.7,1.5,2.3,0.644,0.0,0.0,0.0,1.5,2.3,0.652,0.644,0.6,1.2,0.522,0.6,1.0,1.7,0.4,0.3,0.3,0.4,1.2,3.6,0.011,7.2,2.4,-1.9,-0.7,11.7,0.2,0.511,-1.2,7.2,0.7,14.6,1.4,13.4,9.5,0.635,14.5,0.0,0.9,0.118,75
Devin Harris,PG,32,DAL,64,0,20.0,2.6,5.8,0.447,0.8,2.5,0.329,1.8,3.4,0.532,0.516,1.6,2.2,0.721,0.3,1.9,2.2,1.8,0.9,0.2,1.0,1.9,7.6,0.422,14.5,0.8,0.3,0.4,10.3,1.3,0.374,-0.1,1.5,1.2,13.1,2.4,13.2,5.9,0.559,17.9,0.7,2.5,0.095,73
Gary Harris,SG,21,DEN,76,76,32.1,4.7,10.1,0.469,1.4,3.9,0.354,3.3,6.2,0.543,0.538,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3,0.388,9.5,0.6,0.2,-0.7,7.7,1.2,0.174,0.9,2.4,2.8,12.7,2.0,10.6,5.0,0.566,16.5,1.3,4.0,0.079,78
Tobias Harris,PF,23,DET,27,25,33.4,6.1,12.9,0.477,1.2,3.3,0.375,4.9,9.6,0.512,0.524,3.0,3.3,0.911,0.9,5.3,6.2,2.6,0.7,0.4,1.1,2.3,16.6,0.253,12.9,1.0,2.3,0.4,18.0,0.9,0.259,1.9,2.9,2.3,18.2,1.0,7.2,10.2,0.577,20.2,1.0,3.3,0.174,80
Udonis Haslem,PF,35,MIA,37,0,7.0,0.6,1.6,0.377,0.0,0.2,0.111,0.6,1.4,0.423,0.385,0.3,0.4,0.75,0.3,1.8,2.0,0.4,0.1,0.1,0.1,0.7,1.6,0.148,7.6,0.6,-4.5,0.1,27.4,0.4,0.262,-4.6,4.5,0.0,9.1,1.0,6.8,16.3,0.434,12.8,-0.2,0.4,0.072,70
John Henson,C,25,MIL,57,1,16.8,2.9,5.1,0.564,0.0,0.0,0.0,2.9,5.1,0.566,0.564,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7.0,0.003,9.0,9.7,1.6,3.1,15.8,1.1,0.402,-1.5,10.4,1.2,18.6,1.0,15.7,13.2,0.58,19.1,0.9,2.3,0.117,75
Mario Hezonja,SF,20,ORL,79,9,17.9,2.3,5.3,0.433,0.8,2.4,0.349,1.4,2.9,0.504,0.513,0.6,0.7,0.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1,0.459,11.2,1.0,-2.8,-0.9,11.8,1.0,0.129,-1.9,2.2,-0.1,9.4,1.4,18.0,6.9,0.541,16.9,-0.3,0.9,0.029,69
Darrun Hilliard,SG,22,DET,38,2,10.1,1.4,3.4,0.397,0.5,1.3,0.38,0.9,2.1,0.407,0.469,0.8,1.1,0.725,0.1,1.1,1.2,0.7,0.2,0.0,0.5,0.7,4.0,0.382,10.9,0.2,-3.6,-1.6,11.9,0.3,0.305,-2.0,1.4,0.2,10.7,1.2,11.3,6.4,0.511,19.1,-0.2,0.5,0.066,70
Jrue Holiday,PG,25,NOP,65,23,28.2,6.3,14.4,0.439,1.3,4.0,0.336,5.0,10.4,0.478,0.485,2.8,3.3,0.843,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,0.277,37.3,1.0,1.7,-1.3,10.5,1.2,0.231,3.1,1.6,2.2,19.7,2.4,14.0,5.9,0.529,28.9,1.7,3.4,0.089,82
Richaun Holmes,PF,22,PHI,51,1,13.8,2.2,4.4,0.514,0.2,0.9,0.182,2.1,3.5,0.596,0.532,1.0,1.5,0.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,0.198,8.0,4.3,-0.9,0.0,11.7,0.5,0.333,-1.0,9.3,1.0,15.9,1.3,11.2,10.5,0.564,17.9,0.2,1.5,0.103,73
Rodney Hood,SG,23,UTA,79,79,32.2,5.2,12.3,0.42,2.0,5.7,0.359,3.1,6.6,0.472,0.503,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5,0.462,14.4,0.5,0.7,-0.9,10.5,2.5,0.206,1.6,1.8,3.4,14.1,1.5,10.5,6.1,0.542,21.5,1.7,6.0,0.112,79
Marcelo Huertas,PG,32,LAL,53,0,16.4,1.8,4.3,0.422,0.3,1.2,0.262,1.5,3.2,0.479,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,0.265,33.9,0.6,-6.0,-2.9,9.2,0.1,0.126,-3.1,2.2,-0.2,10.4,1.5,24.8,5.6,0.488,16.3,-0.9,-0.1,-0.006,73
Josh Huestis,PF,24,OKC,5,0,11.0,1.0,2.4,0.417,0.8,1.2,0.667,0.2,1.2,0.167,0.583,0.0,0.8,0.0,0.4,1.6,2.0,0.0,0.2,0.4,0.6,0.6,2.8,0.5,0.0,2.8,-7.4,-2.5,15.0,0.1,0.333,-4.9,4.2,0.0,6.7,0.9,17.9,9.9,0.509,13.0,-0.1,0.0,0.01,69
Kris Humphries,PF,30,ATL,21,0,14.0,2.2,4.8,0.465,0.4,1.5,0.258,1.9,3.3,0.557,0.505,1.5,2.1,0.711,1.0,2.4,3.4,0.6,0.5,0.3,0.7,2.1,6.4,0.307,6.9,1.9,-1.6,-0.1,18.5,0.5,0.446,-1.5,7.6,0.4,14.9,1.7,10.4,13.1,0.555,20.4,0.0,0.9,0.143,74
Andre Iguodala,SF,32,GSW,65,1,26.6,2.7,5.7,0.478,0.8,2.4,0.351,1.9,3.3,0.57,0.552,0.8,1.3,0.614,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0,0.418,16.3,0.8,1.6,1.3,12.4,2.1,0.226,0.3,3.4,2.3,12.2,2.0,16.3,8.2,0.565,12.1,1.6,4.4,0.122,78
Joe Ingles,SF,28,UTA,81,2,15.3,1.5,3.6,0.426,1.0,2.6,0.386,0.5,1.0,0.531,0.565,0.2,0.2,0.722,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2,0.722,12.1,0.3,0.1,0.4,12.4,1.6,0.062,-0.3,1.8,0.7,10.3,2.3,17.9,7.1,0.572,13.5,0.7,2.3,0.089,78
Kyrie Irving,PG,23,CLE,53,53,31.5,7.4,16.6,0.448,1.6,4.9,0.321,5.8,11.6,0.502,0.496,3.2,3.6,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,19.6,0.298,26.6,0.9,1.6,-1.4,7.6,1.7,0.217,3.0,3.0,3.2,19.9,1.7,11.4,5.3,0.54,29.5,1.5,5.0,0.143,90
Reggie Jackson,PG,25,DET,79,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,5.3,11.5,0.464,0.482,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8,0.268,36.3,0.3,2.3,-1.6,9.1,1.9,0.271,3.9,2.5,4.9,19.6,1.2,13.8,5.7,0.535,29.1,2.6,6.9,0.136,81
LeBron James,SF,31,CLE,76,76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,0.199,36.0,1.5,9.1,2.3,18.8,4.0,0.347,6.9,4.7,9.6,27.5,2.0,13.2,11.8,0.588,31.4,7.6,13.6,0.242,96
Richard Jefferson,SF,35,CLE,74,5,17.9,1.9,4.2,0.458,0.9,2.3,0.382,1.0,1.9,0.554,0.564,0.8,1.2,0.667,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5,0.554,6.4,0.9,-0.8,-0.3,9.6,1.3,0.279,-0.5,1.3,1.4,9.7,1.3,10.9,5.5,0.585,13.4,0.4,2.7,0.099,73
Jonas Jerebko,PF,28,BOS,78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1.0,2.3,0.421,0.488,0.8,1.0,0.782,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,0.378,7.4,1.6,-2.0,0.4,19.4,1.5,0.273,-2.5,6.8,0.9,10.3,0.8,14.0,13.0,0.531,13.5,0.0,2.4,0.097,73
Amir Johnson,PF,28,BOS,79,76,22.8,3.2,5.4,0.585,0.1,0.5,0.233,3.0,4.8,0.624,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3,0.101,11.4,3.6,3.0,3.2,19.6,2.9,0.284,-0.2,10.3,3.0,16.0,1.4,16.4,14.9,0.602,13.6,2.3,5.9,0.158,74
Stanley Johnson,SF,19,DET,73,6,23.1,3.1,8.2,0.375,0.9,2.8,0.307,2.2,5.4,0.41,0.428,1.1,1.4,0.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,0.342,10.8,0.5,-2.6,0.5,16.7,1.9,0.17,-3.1,3.6,-1.3,8.7,1.6,15.0,9.9,0.46,19.6,-0.2,0.6,0.018,70
Tyler Johnson,SG,23,MIA,36,5,24.0,3.3,6.8,0.486,0.8,2.0,0.38,2.5,4.8,0.529,0.541,1.4,1.8,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7,0.292,13.9,1.2,0.4,0.0,10.3,0.9,0.263,0.4,3.8,1.2,13.8,1.4,14.8,7.2,0.579,16.8,0.5,2.0,0.113,77
Wesley Johnson,SF,28,LAC,80,9,20.8,2.6,6.4,0.404,1.3,3.9,0.333,1.3,2.6,0.51,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9,0.6,4.4,2.6,0.5,1.8,13.6,2.7,0.089,-1.3,2.5,0.0,11.0,2.7,9.2,8.1,0.513,16.0,1.0,2.6,0.076,72
Nikola Jokic,C,20,DEN,80,55,21.7,3.8,7.5,0.512,0.4,1.1,0.333,3.5,6.5,0.541,0.535,1.9,2.4,0.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,0.14,18.1,2.3,4.8,2.2,24.7,2.2,0.317,2.6,11.4,4.5,21.5,2.3,13.2,17.9,0.582,19.9,3.0,6.7,0.185,85
James Jones,SF,35,CLE,48,0,9.6,1.2,3.0,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,0.732,4.5,1.8,-1.0,-1.3,10.2,0.5,0.183,0.3,2.0,0.7,11.6,1.2,7.8,6.1,0.58,16.2,0.1,1.2,0.12,69
Tyus Jones,PG,19,MIN,37,0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,1.1,2.8,0.388,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,0.34,27.7,0.4,-3.7,-2.0,8.0,0.3,0.25,-1.7,1.4,0.0,11.2,2.7,16.0,4.8,0.45,16.1,-0.3,0.3,0.027,73
DeAndre Jordan,C,27,LAC,77,77,33.7,4.6,6.6,0.703,0.0,0.0,0.0,4.6,6.6,0.704,0.703,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,0.002,5.3,5.4,3.4,3.8,32.7,5.5,1.219,-0.4,11.4,6.0,20.6,1.0,12.1,22.2,0.628,15.4,3.5,11.5,0.213,86
Cory Joseph,SG,24,TOR,80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,2.8,5.9,0.478,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,0.188,19.3,0.8,-1.0,-0.4,9.4,1.7,0.297,-0.6,2.2,1.8,12.4,1.6,13.4,5.9,0.512,17.0,0.5,3.5,0.082,75
Enes Kanter,C,23,OKC,82,1,21.0,5.0,8.8,0.576,0.1,0.3,0.476,4.9,8.5,0.579,0.583,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,0.029,3.1,1.5,-1.7,-3.1,24.9,2.1,0.349,1.3,16.7,6.0,24.0,0.7,12.2,21.0,0.626,23.4,0.1,8.1,0.226,80
Kosta Koufos,C,26,SAC,78,14,19.0,3.0,5.7,0.532,0.0,0.0,,3.0,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,0.0,3.3,3.8,-1.2,0.4,18.4,1.4,0.234,-1.6,12.4,2.1,15.1,1.3,8.9,15.4,0.54,15.4,0.3,3.5,0.113,73
Zach LaVine,SG,20,MIN,82,33,28.0,5.3,11.7,0.452,1.5,3.9,0.389,3.8,7.8,0.482,0.516,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,0.33,18.6,0.6,-1.4,-2.4,10.1,0.7,0.212,1.0,1.4,1.9,14.3,1.5,12.9,5.8,0.548,23.5,0.3,2.6,0.054,79
Kawhi Leonard,SF,24,SAS,72,72,33.1,7.7,15.1,0.506,1.8,4.0,0.443,5.9,11.1,0.528,0.565,4.1,4.6,0.874,1.3,5.5,6.8,2.6,1.8,1.0,1.5,1.8,21.2,0.267,13.0,2.3,8.3,2.8,18.4,5.5,0.306,5.5,4.7,8.3,26.0,2.8,7.8,11.8,0.616,25.8,6.2,13.7,0.277,95
Meyers Leonard,PF,23,POR,61,10,21.9,3.2,7.1,0.448,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3.0,8.4,0.524,10.6,1.1,-1.5,-1.0,21.4,1.0,0.106,-0.5,4.1,1.2,11.3,0.3,14.5,12.8,0.561,17.4,0.2,2.2,0.078,71
Damian Lillard,PG,25,POR,75,75,35.7,8.2,19.7,0.419,3.1,8.1,0.375,5.2,11.5,0.45,0.497,5.5,6.2,0.892,0.6,3.4,4.0,6.8,0.9,0.4,3.2,2.2,25.1,0.414,33.6,0.8,3.7,-2.2,10.4,1.4,0.315,5.9,1.8,7.7,22.2,1.2,12.6,6.1,0.56,31.3,3.8,9.2,0.165,89
Shaun Livingston,PG,30,GSW,78,3,19.5,2.6,4.9,0.536,0.0,0.2,0.167,2.6,4.7,0.548,0.538,1.0,1.2,0.86,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,0.032,21.0,1.3,-0.5,0.1,8.5,1.7,0.245,-0.6,3.2,2.9,13.8,1.8,15.7,6.0,0.581,14.2,0.6,4.6,0.145,73
Kevon Looney,PF,19,GSW,5,0,4.2,0.8,1.4,0.571,0.2,0.4,0.5,0.6,1.0,0.6,0.643,0.0,0.0,,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,0.286,0.0,0.0,-9.5,-8.2,29.1,0.0,0.0,-1.2,21.8,0.1,18.6,0.0,12.5,25.6,0.643,16.5,0.0,0.1,0.192,72
Kevin Love,PF,27,CLE,77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7.0,0.467,0.499,3.4,4.1,0.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0,0.449,12.2,1.4,2.5,0.9,28.4,3.8,0.321,1.7,7.0,4.7,19.0,1.2,11.3,17.8,0.553,23.4,2.8,8.5,0.169,87
Kyle Lowry,PG,29,TOR,77,77,37.0,6.6,15.6,0.427,2.8,7.1,0.388,3.9,8.5,0.461,0.516,5.2,6.4,0.811,0.7,4.0,4.7,6.4,2.1,0.4,2.9,2.7,21.2,0.457,29.9,1.0,6.8,0.6,12.3,3.7,0.41,6.2,2.2,8.0,22.2,2.9,13.7,7.3,0.578,26.1,6.3,11.6,0.196,89
Trey Lyles,PF,20,UTA,80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1.0,0.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0.294,7.1,1.1,-2.8,-0.4,20.2,1.7,0.188,-2.4,5.0,0.6,11.6,1.0,12.1,12.6,0.517,17.9,-0.3,2.3,0.079,73
Shelvin Mack,PG,25,UTA,28,27,31.4,5.1,11.4,0.444,1.3,3.5,0.357,3.8,7.9,0.482,0.498,1.3,1.8,0.735,0.4,3.4,3.8,5.3,0.9,0.1,2.9,2.3,12.7,0.306,29.3,0.3,-0.8,-0.5,12.6,0.9,0.153,-0.3,1.5,0.2,13.2,1.6,19.2,7.0,0.52,22.2,0.3,1.2,0.064,74
Jarell Martin,PF,21,MEM,27,0,14.1,2.0,4.3,0.466,0.0,0.1,0.0,2.0,4.2,0.474,0.466,1.7,2.3,0.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7,0.017,6.4,1.7,-3.2,-1.6,14.7,0.2,0.534,-1.6,11.2,0.5,14.0,1.1,11.7,12.9,0.534,19.2,-0.1,0.8,0.1,70
Wesley Matthews,SF,29,DAL,78,78,33.9,4.2,10.9,0.388,2.4,6.7,0.36,1.8,4.2,0.432,0.498,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,12.5,0.615,8.9,0.5,0.5,-0.3,8.8,1.8,0.171,0.8,1.1,1.9,10.9,1.5,7.8,4.9,0.532,17.2,1.6,3.7,0.067,77
Luc Mbah a Moute,PF,29,LAC,75,61,17.0,1.3,2.8,0.454,0.2,0.5,0.325,1.1,2.2,0.485,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1,0.193,3.3,1.2,-1.6,1.5,9.4,1.3,0.275,-3.0,5.2,0.2,7.3,1.7,12.8,7.3,0.498,9.4,0.1,1.6,0.059,76
James Michael McAdoo,PF,23,GSW,41,1,6.4,1.1,2.0,0.536,0.0,0.0,0.5,1.1,2.0,0.537,0.542,0.6,1.2,0.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1.0,2.9,0.024,9.2,2.2,-1.1,-0.3,10.9,0.3,0.583,-0.9,13.1,0.5,15.9,1.8,13.2,11.9,0.554,20.1,0.1,0.8,0.146,67
C.J. McCollum,SG,24,POR,80,80,34.8,8.0,17.9,0.448,2.5,5.9,0.417,5.6,12.0,0.463,0.517,2.3,2.8,0.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8,0.33,21.6,0.6,0.4,-2.0,8.3,1.7,0.158,2.5,1.8,4.4,17.7,1.7,11.4,5.0,0.544,27.1,1.7,6.0,0.104,86
T.J. McConnell,PG,23,PHI,81,17,19.8,2.7,5.7,0.47,0.4,1.1,0.348,2.3,4.6,0.499,0.503,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,0.192,37.2,0.5,-2.1,-0.4,14.5,1.4,0.088,-1.7,2.8,0.6,14.5,2.9,22.5,8.5,0.511,17.0,0.0,1.9,0.058,75
K.J. McDaniels,SF,22,HOU,37,1,6.4,0.8,1.9,0.403,0.2,0.7,0.28,0.6,1.3,0.468,0.451,0.6,0.8,0.8,0.4,0.7,1.1,0.3,0.2,0.2,0.5,0.8,2.4,0.347,6.5,2.1,-5.0,-1.9,12.3,0.1,0.417,-3.1,7.5,0.1,10.6,1.5,16.6,9.9,0.522,18.7,-0.2,0.2,0.043,68
Doug McDermott,SF,24,CHI,81,4,23.0,3.6,8.0,0.452,1.4,3.2,0.425,2.2,4.8,0.47,0.537,0.9,1.0,0.857,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4,0.402,5.0,0.2,-3.1,-2.8,8.8,0.7,0.13,-0.3,2.1,2.1,10.9,0.4,7.2,5.5,0.561,17.3,-0.5,2.8,0.073,74
Ben McLemore,SG,22,SAC,68,53,21.2,2.9,6.7,0.429,1.0,2.7,0.362,1.9,4.0,0.474,0.502,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8,0.407,7.9,0.6,-3.2,-1.2,8.5,0.7,0.226,-2.0,2.6,-0.4,8.6,1.7,16.5,5.6,0.531,17.6,-0.4,0.3,0.01,70
Jordan McRae,PG,24,CLE,15,1,7.5,1.5,3.5,0.442,0.5,0.7,0.636,1.1,2.7,0.39,0.51,0.6,0.9,0.692,0.1,0.7,0.8,1.0,0.0,0.1,0.6,0.7,4.1,0.212,22.3,0.7,-5.2,-3.6,9.9,0.1,0.25,-1.5,2.0,0.1,14.2,0.0,13.5,6.0,0.537,26.7,-0.1,0.2,0.081,68
Josh McRoberts,PF,28,MIA,42,1,14.2,1.3,3.5,0.372,0.3,1.2,0.245,1.0,2.4,0.434,0.412,0.7,1.0,0.7,0.5,2.0,2.5,1.9,0.4,0.2,0.7,1.6,3.6,0.331,19.4,0.9,-1.4,0.6,15.3,0.7,0.27,-1.9,4.3,0.1,9.9,1.6,15.3,10.0,0.453,15.0,0.1,0.8,0.064,72
Salah Mejri,C,29,DAL,34,6,11.7,1.4,2.3,0.628,0.0,0.0,0.0,1.4,2.3,0.636,0.628,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7,0.013,3.9,7.6,1.1,3.7,22.6,0.7,0.59,-2.6,11.4,0.6,16.8,1.0,19.0,17.0,0.636,14.0,0.3,1.3,0.156,74
Jordan Mickey,PF,21,BOS,16,0,3.6,0.5,1.4,0.364,0.0,0.0,,0.5,1.4,0.364,0.364,0.3,0.6,0.5,0.4,0.4,0.8,0.1,0.0,0.7,0.1,0.3,1.3,0.0,2.6,15.1,-3.2,4.1,13.3,0.1,0.455,-7.3,11.0,0.0,15.3,0.0,3.6,12.1,0.398,20.5,0.0,0.1,0.068,71
Khris Middleton,SG,24,MIL,79,79,36.1,6.4,14.5,0.444,1.8,4.6,0.396,4.6,9.9,0.466,0.507,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2,0.316,18.9,0.6,0.6,-1.6,10.2,1.8,0.273,2.2,1.8,4.3,16.8,2.3,12.3,6.0,0.56,23.0,1.9,6.1,0.103,81
C.J. Miles,SF,28,IND,64,24,22.9,4.0,9.9,0.409,2.2,6.0,0.367,1.8,3.9,0.474,0.521,1.5,1.9,0.75,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,11.8,0.61,7.0,1.6,-0.2,-1.2,11.1,1.9,0.196,1.0,1.9,1.2,14.0,1.8,9.2,6.5,0.547,22.8,0.7,3.1,0.103,77
Mike Miller,SF,35,DEN,47,2,7.9,0.5,1.3,0.355,0.4,1.1,0.365,0.1,0.2,0.3,0.508,0.0,0.0,,0.1,1.0,1.1,0.9,0.3,0.1,0.4,1.1,1.3,0.839,14.9,0.9,-2.7,-0.3,14.2,0.3,0.0,-2.5,1.8,0.1,6.5,1.7,21.5,7.9,0.508,9.3,-0.1,0.3,0.04,70
