player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Trevor Ariza,SF,19,NYK,80,12,17.3,2.2,4.9,0.442,0.0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9,0.033,9.8,1.0,-1.0,0.7,13.1,1.3,0.447,-1.6,7.5,0.8,13.3,2.7,13.6,10.3,0.503,17.8,0.4,2.1,0.073,71
Darrell Armstrong,PG,36,DAL,52,7,11.1,0.7,2.3,0.305,0.2,0.8,0.268,0.5,1.5,0.325,0.352,0.8,0.9,0.83,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3,0.347,27.5,0.8,-1.5,0.2,9.1,0.7,0.398,-1.6,3.8,0.1,10.9,2.7,21.9,6.5,0.44,13.8,0.1,0.8,0.069,75
Carlos Arroyo,PG,25,DET,40,0,17.7,1.9,4.9,0.376,0.0,0.3,0.083,1.8,4.6,0.395,0.378,1.7,2.2,0.767,0.4,1.1,1.5,3.2,0.6,0.0,1.3,1.9,5.4,0.061,29.7,0.1,-4.5,-1.4,7.1,0.9,0.437,-3.1,2.5,0.0,10.7,1.9,18.1,4.8,0.458,19.1,-0.4,0.9,0.06,78
Chucky Atkins,PG,30,LAL,82,82,35.4,4.7,11.1,0.426,2.1,5.5,0.387,2.6,5.5,0.466,0.523,2.0,2.5,0.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6,0.5,20.6,0.1,-0.9,-2.9,6.4,-0.2,0.223,2.0,1.2,4.7,13.4,1.3,13.1,3.8,0.558,17.9,0.8,4.5,0.074,72
Stacey Augmon,SF,36,ORL,55,7,12.1,1.2,3.0,0.407,0.0,0.0,,1.2,3.0,0.407,0.407,1.0,1.4,0.74,0.8,1.0,1.8,0.7,0.4,0.1,0.6,1.5,3.5,0.0,8.1,0.9,-3.1,-0.6,9.0,0.4,0.461,-2.5,7.7,0.3,9.8,1.8,13.4,8.4,0.48,15.3,-0.2,0.7,0.053,68
Vin Baker,C,33,HOU,3,0,4.3,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.7,0.7,1.0,0.0,0.7,0.7,0.3,0.0,0.0,0.7,2.3,0.7,0.0,10.7,0.0,-19.8,-1.6,17.5,0.0,0.5,-18.3,0.0,-0.1,-18.3,0.0,29.1,9.0,0.205,24.9,-0.1,-0.1,-0.344,70
Marcus Banks,PG,23,BOS,81,2,14.1,1.4,3.5,0.402,0.3,0.7,0.356,1.2,2.8,0.414,0.439,1.5,2.0,0.742,0.4,1.2,1.6,1.9,0.8,0.2,1.0,1.8,4.6,0.206,20.3,0.9,-1.5,-0.2,9.7,1.2,0.57,-1.3,3.0,0.8,12.3,2.8,18.1,6.4,0.52,17.2,0.2,1.9,0.081,78
Leandro Barbosa,PG,22,PHO,63,6,17.3,2.7,5.6,0.475,0.8,2.2,0.367,1.9,3.4,0.544,0.547,0.9,1.1,0.797,0.5,1.6,2.1,2.0,0.5,0.1,1.4,2.0,7.0,0.393,16.7,0.4,-0.8,-1.3,9.2,0.6,0.195,0.5,3.3,1.2,12.8,1.4,18.5,6.4,0.575,18.9,0.3,1.8,0.081,75
Matt Barnes,SF,24,SAC,43,9,16.6,1.4,3.5,0.411,0.1,0.5,0.227,1.3,3.0,0.442,0.427,0.8,1.3,0.603,1.1,2.0,3.1,1.3,0.7,0.2,1.0,1.9,3.8,0.146,11.1,0.7,-2.5,0.5,13.1,0.6,0.384,-3.0,7.7,-0.2,9.0,2.2,20.3,10.4,0.465,13.8,-0.1,0.4,0.028,69
Brent Barry,SG,33,SAS,81,8,21.5,2.4,5.7,0.423,1.2,3.5,0.357,1.2,2.2,0.525,0.532,1.4,1.7,0.837,0.4,2.0,2.3,2.2,0.5,0.2,0.8,1.5,7.4,0.61,16.3,0.8,2.0,0.3,10.8,2.7,0.294,1.7,1.9,3.5,14.0,1.2,11.0,6.4,0.58,15.6,1.8,6.1,0.168,80
Tony Battie,C,28,ORL,81,32,23.4,2.0,4.4,0.46,0.0,0.1,0.0,2.0,4.3,0.468,0.46,0.8,1.2,0.723,1.3,4.2,5.6,0.5,0.4,1.0,1.0,3.0,4.9,0.017,3.2,3.0,-2.9,1.0,20.0,1.9,0.266,-3.9,6.5,0.1,8.6,0.8,17.0,13.4,0.498,11.0,-0.4,2.0,0.051,74
Shane Battier,SG,26,MEM,80,72,31.5,3.4,7.7,0.442,0.9,2.2,0.395,2.5,5.5,0.461,0.499,2.3,2.9,0.789,2.0,3.2,5.2,1.6,1.1,1.0,0.9,2.5,9.9,0.289,8.3,2.4,3.7,2.4,12.1,3.4,0.372,1.3,7.6,4.4,14.8,2.0,9.5,9.8,0.555,14.8,3.6,7.8,0.149,81
Shane Battier,SG,26,MEM,80,72,31.5,3.4,7.7,0.442,0.9,2.2,0.395,2.5,5.5,0.461,0.499,2.3,2.9,0.789,2.0,3.2,5.2,1.6,1.1,1.0,0.9,2.5,9.9,0.289,8.3,2.4,3.7,2.4,12.1,3.4,0.372,1.3,7.6,4.4,14.8,2.0,9.5,9.8,0.555,14.8,3.6,7.8,0.149,84
Lonny Baxter,PF,26,NOH,4,0,9.0,0.8,2.8,0.273,0.0,0.0,,0.8,2.8,0.273,0.273,0.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.5,1.5,0.0,0.0,0.0,-20.6,-6.2,13.7,0.0,0.182,-14.4,12.6,-0.2,-8.0,0.0,25.2,13.2,0.253,20.5,-0.2,-0.2,-0.266,67
Raja Bell,SG,28,UTA,63,32,28.4,4.8,10.6,0.454,0.9,2.1,0.403,4.0,8.5,0.467,0.495,1.8,2.4,0.747,0.8,2.4,3.2,1.4,0.7,0.1,1.3,3.3,12.3,0.201,9.3,0.4,-2.1,-2.1,10.9,0.6,0.225,0.0,3.2,1.6,12.2,1.3,9.7,7.0,0.527,20.9,0.0,2.2,0.06,80
Jonathan Bender,SF,24,IND,7,0,13.3,2.3,5.7,0.4,0.1,0.7,0.2,2.1,5.0,0.429,0.413,0.4,0.9,0.5,0.7,1.3,2.0,0.6,0.1,0.3,1.4,1.3,5.1,0.125,8.6,1.6,-10.0,-2.3,11.4,0.1,0.15,-7.6,6.5,-0.3,5.8,0.6,19.0,9.0,0.422,27.1,-0.2,-0.2,-0.12,72
Mike Bibby,PG,26,SAC,80,80,38.6,7.0,15.8,0.443,1.6,4.6,0.36,5.4,11.3,0.477,0.495,4.0,5.2,0.775,1.0,3.2,4.2,6.8,1.6,0.4,2.5,2.4,19.6,0.288,28.1,0.7,2.3,-1.2,9.2,1.9,0.327,3.5,2.8,6.6,19.2,2.1,12.3,6.0,0.543,23.8,3.3,8.5,0.133,88
Andris Biedrins,C,18,GSW,30,1,12.8,1.5,2.6,0.577,0.0,0.0,0.0,1.5,2.6,0.584,0.577,0.6,1.3,0.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6,0.013,4.9,4.4,0.2,2.0,21.1,0.6,0.513,-1.9,12.7,0.7,14.8,1.6,11.2,16.7,0.57,12.4,0.2,1.2,0.154,74
Chauncey Billups,PG,28,DET,80,80,35.8,5.1,11.4,0.442,2.1,4.8,0.426,3.0,6.6,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1.0,0.1,2.3,2.4,16.5,0.424,28.2,0.2,3.8,-0.9,9.0,3.5,0.418,4.7,2.0,8.6,19.0,1.6,14.3,5.5,0.609,20.7,4.2,12.1,0.202,92
Steve Blake,PG,24,WAS,44,1,14.7,1.4,4.2,0.328,0.8,2.1,0.387,0.6,2.1,0.269,0.425,0.8,0.9,0.805,0.4,1.2,1.6,1.6,0.3,0.0,0.9,1.1,4.3,0.5,16.2,0.0,-5.1,-2.9,9.5,0.2,0.22,-2.2,3.0,0.0,8.4,1.0,16.0,6.2,0.468,16.4,-0.5,0.3,0.02,76
Mark Blount,C,29,BOS,82,57,26.0,4.0,7.5,0.529,0.0,0.0,0.0,4.0,7.5,0.53,0.529,1.4,2.0,0.713,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,9.4,0.002,9.9,2.3,-1.2,0.2,13.6,1.6,0.265,-1.4,8.0,1.2,12.5,0.8,18.6,10.9,0.559,17.9,0.4,2.8,0.063,77
Keith Bogans,SG,24,CHA,74,42,24.2,3.5,9.3,0.381,0.8,2.3,0.329,2.8,7.0,0.398,0.422,1.8,2.5,0.727,1.0,2.0,3.1,1.8,0.9,0.1,1.6,2.3,9.6,0.251,12.6,0.3,-2.7,-1.1,10.1,1.1,0.266,-1.7,4.6,-1.0,10.4,2.0,13.7,7.2,0.465,22.0,-0.3,0.1,0.002,72
Matt Bonner,C,24,TOR,82,0,18.9,3.0,5.6,0.533,0.5,1.1,0.424,2.5,4.5,0.561,0.576,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,0.199,5.3,0.9,-0.1,-1.1,13.1,0.9,0.153,0.9,7.7,3.3,14.7,1.3,7.5,10.4,0.596,15.7,0.7,4.2,0.13,75
Calvin Booth,C,28,MIL,17,0,11.1,0.9,1.7,0.517,0.0,0.0,,0.9,1.7,0.517,0.517,0.7,0.9,0.75,0.8,2.1,2.9,0.2,0.2,0.7,0.5,1.4,2.5,0.0,3.2,4.7,-1.6,1.7,22.6,0.2,0.552,-3.3,8.0,0.2,12.2,1.1,18.2,15.2,0.583,10.6,0.0,0.4,0.096,68
Carlos Boozer,PF,23,UTA,51,51,34.7,7.1,13.6,0.521,0.0,0.0,0.0,7.1,13.6,0.522,0.521,3.7,5.3,0.698,2.8,6.2,9.0,2.8,0.8,0.5,2.7,3.5,17.8,0.001,15.9,1.1,2.1,0.3,22.7,1.4,0.387,1.8,9.6,2.7,19.2,1.3,14.5,16.0,0.56,24.6,1.8,4.1,0.111,84
Chris Bosh,PF,20,TOR,81,81,37.2,5.8,12.4,0.471,0.0,0.1,0.3,5.8,12.3,0.472,0.472,5.1,6.7,0.76,2.4,6.5,8.9,1.9,0.9,1.4,2.3,2.8,16.8,0.01,8.6,2.7,0.4,1.2,20.0,2.9,0.539,-0.8,7.1,3.9,17.5,1.3,13.1,13.5,0.547,21.7,1.8,6.8,0.108,88
Bruce Bowen,SF,33,SAS,82,82,32.0,3.1,7.3,0.42,1.2,3.1,0.403,1.8,4.2,0.432,0.505,0.9,1.4,0.634,0.6,2.9,3.5,1.5,0.7,0.5,0.7,2.1,8.2,0.423,7.5,1.1,1.1,1.8,10.5,4.0,0.187,-0.6,2.2,2.1,9.5,1.1,8.1,6.3,0.521,12.5,2.1,6.1,0.111,77
Ryan Bowen,SF,29,HOU,66,6,9.2,0.7,1.7,0.423,0.0,0.1,0.5,0.7,1.6,0.419,0.437,0.2,0.3,0.667,0.3,0.8,1.2,0.3,0.3,0.1,0.1,0.9,1.7,0.054,4.7,0.6,-2.1,1.6,10.4,0.9,0.189,-3.7,4.2,0.2,7.7,2.1,5.5,7.3,0.462,9.9,0.0,1.1,0.087,67
Earl Boykins,PG,28,DEN,82,5,26.4,4.1,10.0,0.413,0.7,2.0,0.337,3.5,8.0,0.432,0.447,3.4,3.7,0.921,0.5,1.3,1.7,4.5,1.0,0.1,1.5,1.5,12.4,0.201,28.1,0.4,-0.9,-2.4,5.6,1.7,0.368,1.5,2.0,4.2,17.1,1.9,11.2,3.8,0.53,22.2,0.6,6.0,0.133,83
Michael Bradley,PF,25,PHI,2,0,8.0,2.0,2.5,0.8,0.0,0.5,0.0,2.0,2.0,1.0,0.8,0.5,1.0,0.5,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,4.5,0.2,12.7,0.0,-2.3,-2.9,21.3,0.0,0.4,0.6,0.0,0.0,22.0,0.0,14.5,10.5,0.765,19.0,0.0,0.1,0.174,69
Elton Brand,PF,25,LAC,81,81,37.0,7.8,15.4,0.503,0.0,0.0,0.0,7.8,15.4,0.504,0.503,4.5,6.0,0.752,3.7,5.9,9.5,2.6,0.8,2.1,2.3,3.0,20.0,0.002,13.3,4.3,4.4,1.6,18.4,3.7,0.387,2.7,12.2,6.9,22.4,1.1,11.1,15.4,0.554,25.4,4.8,10.6,0.169,95
Jamison Brewer,PG,24,NYK,18,0,10.3,0.6,2.1,0.297,0.2,0.8,0.2,0.4,1.2,0.364,0.338,0.3,0.7,0.462,0.3,0.9,1.2,0.7,0.4,0.1,0.7,0.6,1.7,0.405,9.4,0.4,-5.5,0.0,10.2,0.1,0.351,-5.5,3.8,-0.4,4.0,2.3,23.3,7.0,0.363,13.7,-0.2,-0.3,-0.074,59
Primoz Brezec,C,25,CHA,72,72,31.6,5.4,10.5,0.512,0.0,0.0,,5.4,10.5,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,2.5,13.0,0.0,6.6,1.8,0.1,-0.2,16.2,1.4,0.291,0.2,10.8,3.5,16.1,0.8,11.1,13.3,0.55,18.7,1.2,4.9,0.104,74
Devin Brown,SG,26,SAS,67,0,18.5,2.6,6.1,0.423,0.7,1.8,0.372,1.9,4.3,0.444,0.478,1.5,1.9,0.792,0.6,2.1,2.6,1.4,0.6,0.2,0.8,1.2,7.4,0.296,12.4,0.7,0.4,0.6,13.1,2.1,0.318,-0.2,3.5,1.6,14.6,1.7,10.2,8.3,0.53,19.5,0.7,3.7,0.145,73
Kwame Brown,PF,22,WAS,42,14,21.6,2.6,5.6,0.46,0.0,0.0,,2.6,5.6,0.46,0.46,1.8,3.1,0.574,1.7,3.2,4.9,0.9,0.6,0.4,1.6,2.7,7.0,0.0,6.8,1.2,-4.4,-0.5,17.2,0.8,0.544,-3.9,8.6,-0.2,10.4,1.4,18.6,12.8,0.497,17.4,-0.6,0.6,0.032,76
P.J. Brown,PF,35,NOH,82,78,34.4,4.1,9.2,0.446,0.0,0.0,,4.1,9.2,0.446,0.446,2.6,3.0,0.864,3.2,5.7,9.0,2.2,0.9,0.6,1.2,2.8,10.8,0.0,11.2,1.4,1.3,1.7,20.6,2.9,0.321,-0.5,10.7,4.0,15.5,1.4,10.5,15.5,0.512,15.9,2.3,6.9,0.118,79
Rick Brunson,PG,32,LAC,80,39,24.3,2.1,5.5,0.376,0.6,1.6,0.369,1.5,3.9,0.378,0.43,0.7,0.9,0.77,0.3,2.1,2.3,5.1,1.0,0.1,1.6,1.3,5.5,0.294,32.7,0.3,-2.6,-1.1,9.8,1.6,0.167,-1.4,1.5,0.3,11.6,2.3,20.8,5.8,0.46,14.3,-0.3,1.9,0.048,73
Kobe Bryant,SG,26,LAL,66,66,40.7,8.7,20.1,0.433,2.0,5.9,0.339,6.7,14.2,0.472,0.482,8.2,10.1,0.816,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,0.292,28.5,1.4,4.6,-1.0,12.4,1.0,0.502,5.6,4.0,7.1,23.3,1.7,14.3,8.2,0.563,31.7,4.5,8.1,0.145,99
Greg Buckner,SG,28,DEN,70,41,21.7,2.3,4.3,0.528,0.7,1.7,0.405,1.6,2.6,0.61,0.609,0.9,1.2,0.778,0.9,2.0,3.0,1.9,1.1,0.1,0.7,2.4,6.2,0.399,13.2,0.3,2.7,0.9,10.7,1.8,0.267,1.9,5.0,3.0,13.7,2.5,12.6,7.9,0.638,11.4,1.8,4.8,0.153,76
Antonio Burks,PG,24,MEM,24,0,9.1,1.2,2.5,0.467,0.1,0.5,0.273,1.0,2.0,0.51,0.492,0.6,0.8,0.737,0.0,0.5,0.5,1.2,0.5,0.0,0.5,1.0,3.0,0.183,21.9,0.4,-2.5,-0.9,6.0,0.3,0.317,-1.7,0.5,0.2,12.8,3.2,14.9,3.3,0.534,17.3,0.0,0.5,0.103,69
Caron Butler,SF,24,LAL,77,77,35.7,5.7,12.9,0.445,0.5,1.6,0.304,5.2,11.2,0.465,0.464,3.6,4.1,0.862,1.9,3.9,5.8,1.9,1.4,0.3,1.6,2.8,15.5,0.126,9.3,0.6,-0.2,-0.7,12.4,1.2,0.322,0.4,6.0,4.1,15.8,2.1,9.9,9.2,0.528,20.7,1.2,5.3,0.093,81
Rasual Butler,SF,25,MIA,65,15,18.5,2.5,6.3,0.399,0.9,2.4,0.373,1.6,3.9,0.414,0.468,0.6,0.7,0.771,0.2,2.1,2.3,1.0,0.3,0.4,0.6,1.6,6.5,0.374,8.1,1.8,-2.9,-0.9,12.7,1.4,0.117,-2.0,1.5,0.3,10.3,0.8,7.9,7.3,0.488,18.1,-0.3,1.7,0.068,75
Zarko Cabarkapa,PF,23,GSW,37,0,12.5,2.2,4.6,0.482,0.4,1.0,0.361,1.9,3.6,0.515,0.521,1.4,1.7,0.813,0.9,1.8,2.7,0.7,0.3,0.1,0.8,1.6,6.2,0.212,9.2,0.8,-2.3,-1.9,16.2,0.4,0.376,-0.5,7.4,0.8,16.5,1.1,13.1,11.6,0.578,21.7,0.0,1.2,0.124,72
Marcus Camby,C,30,DEN,66,66,30.5,4.2,9.1,0.465,0.0,0.1,0.0,4.2,9.0,0.468,0.465,1.9,2.6,0.723,2.0,8.0,10.0,2.3,0.9,3.0,1.6,2.7,10.3,0.007,12.0,7.4,3.4,5.8,30.1,4.5,0.288,-2.4,7.5,1.2,18.0,1.6,13.2,18.9,0.505,17.2,2.8,5.8,0.138,89
Brian Cardinal,PF,27,MEM,58,16,24.7,2.8,7.4,0.37,0.8,2.2,0.352,2.0,5.3,0.378,0.421,2.7,3.1,0.873,1.1,2.8,3.9,2.0,1.5,0.3,1.4,3.0,9.0,0.289,13.3,1.0,1.9,2.0,13.5,2.4,0.419,-0.1,5.3,1.1,14.0,3.3,14.0,9.4,0.51,19.6,1.4,3.5,0.116,76
Matt Carroll,SG,24,CHA,25,0,17.2,2.8,7.2,0.389,0.5,1.6,0.333,2.3,5.6,0.404,0.425,2.8,3.3,0.855,0.5,1.9,2.4,0.7,0.7,0.1,1.0,1.5,9.0,0.217,6.8,0.4,-3.6,-2.4,13.2,0.3,0.461,-1.2,3.3,0.4,14.7,2.1,10.4,8.0,0.517,24.9,-0.2,0.7,0.078,73
Anthony Carter,PG,29,MIN,66,12,11.2,1.1,2.7,0.407,0.0,0.3,0.118,1.1,2.4,0.438,0.412,0.5,0.8,0.686,0.2,0.9,1.0,2.4,0.5,0.3,0.9,1.3,2.7,0.096,32.2,1.7,-4.2,-0.5,8.4,0.8,0.288,-3.7,1.9,-0.3,11.3,2.5,23.7,5.3,0.454,16.4,-0.4,0.5,0.034,72
Vince Carter,SF,28,NJN,57,56,38.9,10.0,21.7,0.462,1.9,4.5,0.425,8.1,17.3,0.471,0.505,5.6,6.8,0.817,1.4,4.5,5.9,4.7,1.5,0.6,2.6,3.3,27.5,0.205,27.6,1.2,6.7,0.3,14.1,3.1,0.313,6.4,4.2,5.4,24.5,2.0,9.4,9.1,0.556,32.9,4.8,8.5,0.184,93
Sam Cassell,PG,35,MIN,59,38,25.8,5.4,11.6,0.464,0.5,1.7,0.262,4.9,9.9,0.5,0.484,2.3,2.6,0.865,0.4,2.2,2.7,5.1,0.6,0.2,1.8,2.7,13.5,0.15,35.2,0.7,0.6,-2.0,9.5,1.0,0.226,2.5,2.0,2.8,18.6,1.3,12.6,5.9,0.529,26.4,1.0,3.8,0.119,84
Kelvin Cato,C,30,ORL,62,50,24.6,2.6,4.8,0.539,0.0,0.0,,2.6,4.8,0.539,0.539,1.8,2.3,0.783,1.6,5.1,6.7,0.6,0.9,1.3,1.0,2.7,7.0,0.0,3.9,3.8,0.7,2.2,22.7,2.2,0.481,-1.5,7.6,2.1,14.9,1.8,15.1,15.3,0.6,12.1,1.0,4.3,0.137,73
Tyson Chandler,C,22,CHI,80,10,27.4,2.6,5.2,0.494,0.0,0.0,0.0,2.6,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8.0,0.005,4.8,4.8,3.1,4.9,26.1,5.5,0.802,-1.8,13.4,2.8,16.4,1.6,17.2,19.8,0.565,14.0,2.8,8.3,0.183,84
Tyson Chandler,C,22,CHI,80,10,27.4,2.6,5.2,0.494,0.0,0.0,0.0,2.6,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8.0,0.005,4.8,4.8,3.1,4.9,26.1,5.5,0.802,-1.8,13.4,2.8,16.4,1.6,17.2,19.8,0.565,14.0,2.8,8.3,0.183,80
Calbert Cheaney,SG,33,GSW,55,5,17.3,2.1,4.8,0.426,0.0,0.1,0.0,2.1,4.8,0.431,0.426,0.4,0.7,0.649,0.6,1.7,2.3,1.2,0.3,0.3,0.6,1.7,4.5,0.011,10.5,1.1,-5.3,-0.5,11.0,0.5,0.14,-4.8,3.5,-0.3,7.8,0.9,11.1,7.1,0.444,14.7,-0.8,0.3,0.013,71
Josh Childress,SG,21,ATL,80,44,29.7,3.8,8.0,0.47,0.2,0.7,0.232,3.6,7.3,0.493,0.481,2.4,2.9,0.823,2.4,3.6,6.0,1.9,0.9,0.4,1.3,2.3,10.1,0.087,10.4,1.1,0.0,-0.3,14.8,0.9,0.36,0.3,9.1,3.7,15.2,1.6,12.5,11.8,0.543,16.0,1.2,4.6,0.093,77
Speedy Claxton,PG,26,NOH,16,3,22.8,2.6,6.9,0.373,0.1,0.6,0.111,2.5,6.3,0.396,0.377,1.6,2.6,0.61,0.3,1.6,1.9,5.5,1.4,0.1,1.7,1.9,6.8,0.082,42.3,0.4,-3.9,-1.4,8.8,0.4,0.373,-2.5,1.6,-0.2,13.4,3.3,17.4,5.0,0.422,19.7,-0.2,0.2,0.027,81
Mateen Cleaves,PG,27,SEA,14,0,4.6,0.4,1.0,0.357,0.0,0.1,0.0,0.4,0.9,0.417,0.357,0.2,0.3,0.75,0.1,0.3,0.4,0.5,0.1,0.0,0.1,0.1,0.9,0.143,16.5,0.0,-4.1,-1.4,7.5,0.0,0.286,-2.7,3.8,0.0,9.1,1.7,11.3,5.6,0.412,12.6,0.0,0.0,0.029,67
Jason Collier,C,27,ATL,70,44,13.5,2.5,5.4,0.463,0.1,0.2,0.429,2.4,5.2,0.464,0.471,0.7,1.0,0.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7,0.037,3.4,1.1,-8.1,-4.2,13.0,0.1,0.189,-3.9,9.9,-0.1,11.0,0.8,13.4,11.4,0.494,22.4,-1.5,0.0,0.0,66
