player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Alan Anderson,SF,30,TOR,65,2,23.0,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,0.463,11.7,0.4,-2.0,-2.4,9.2,0.8,0.239,0.4,2.7,0.8,12.6,1.7,10.5,5.9,0.509,23.6,0.0,1.6,0.052,70
James Anderson,SG,23,HOU,29,2,10.6,1.4,3.5,0.406,0.6,1.7,0.327,0.9,1.8,0.481,0.485,0.6,0.7,0.895,0.5,1.5,2.0,1.1,0.4,0.1,0.6,0.6,4.0,0.485,16.4,0.7,0.0,-0.1,15.7,0.3,0.188,0.2,5.6,0.4,14.2,2.0,14.1,10.7,0.526,18.1,0.2,0.7,0.105,67
Ryan Anderson,PF,24,NOH,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,0.5,6.9,1.0,1.3,-2.9,15.9,0.8,0.161,4.1,8.9,5.7,18.1,0.9,7.5,12.4,0.548,24.0,2.1,6.5,0.125,66
Carmelo Anthony,PF,28,NYK,67,67,37.0,10.0,22.2,0.449,2.3,6.2,0.379,7.6,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,0.278,14.1,1.1,2.4,-2.3,15.9,2.0,0.344,4.7,6.1,7.5,24.8,1.1,9.3,10.8,0.56,35.6,2.8,9.5,0.184,91
Joel Anthony,C,30,MIA,62,3,9.1,0.6,1.1,0.515,0.0,0.0,,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,0.0,3.1,6.1,-0.3,2.7,14.4,0.8,0.412,-3.0,10.4,0.4,10.4,1.2,21.5,12.5,0.542,8.6,0.2,1.2,0.1,59
Trevor Ariza,SF,27,WAS,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2.0,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,0.463,12.7,1.1,1.5,1.9,16.9,2.4,0.211,-0.4,3.3,0.7,14.0,2.5,14.6,10.0,0.538,17.9,1.3,3.1,0.102,78
Darrell Arthur,PF,24,MEM,59,3,16.4,2.7,6.1,0.451,0.1,0.3,0.278,2.7,5.8,0.46,0.458,0.6,0.8,0.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,0.05,5.9,2.8,-2.4,0.5,12.5,1.5,0.128,-2.9,8.1,0.2,11.8,1.3,10.2,10.3,0.477,20.1,-0.1,1.7,0.084,68
Omer Asik,C,26,HOU,82,82,30.0,4.0,7.5,0.541,0.0,0.0,0.0,4.0,7.5,0.542,0.541,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,0.002,4.6,2.7,-1.3,1.3,31.0,3.5,0.487,-2.6,12.8,2.0,14.9,0.9,18.8,22.0,0.558,16.3,0.5,5.5,0.108,71
D.J. Augustin,PG,25,IND,76,5,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7,0.646,21.6,0.2,-1.9,-1.4,6.3,1.5,0.337,-0.4,1.9,1.4,11.0,1.5,16.8,4.1,0.527,15.1,0.0,2.8,0.112,72
Gustavo Ayon,C,27,MIL,12,0,13.6,2.1,3.5,0.595,0.0,0.0,,2.1,3.5,0.595,0.595,0.1,1.0,0.083,1.7,3.3,4.9,1.0,0.8,0.3,0.8,2.0,4.3,0.0,11.6,1.8,1.3,2.6,26.7,0.3,0.286,-1.3,12.7,0.1,16.6,2.8,16.0,19.4,0.539,15.0,0.1,0.4,0.132,64
Luke Babbitt,PF,23,POR,62,0,11.8,1.4,3.8,0.368,1.0,2.9,0.348,0.4,0.9,0.429,0.5,0.2,0.2,0.769,0.2,2.0,2.2,0.5,0.2,0.1,0.4,1.3,3.9,0.761,6.2,0.5,-3.6,-2.3,19.7,0.4,0.056,-1.2,2.4,0.3,9.4,1.0,8.4,10.9,0.509,16.4,-0.3,0.7,0.047,60
Leandro Barbosa,PG,30,BOS,41,2,12.5,2.0,4.7,0.43,0.4,1.1,0.383,1.6,3.6,0.445,0.477,0.8,1.0,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,0.244,19.0,0.9,-2.9,-1.8,8.5,0.5,0.212,-1.1,1.9,0.4,13.5,1.7,9.1,5.3,0.509,21.4,-0.1,0.9,0.086,70
J.J. Barea,PG,28,MIN,74,2,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3.0,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8,11.3,0.369,30.6,0.0,-1.0,-2.1,11.9,1.0,0.177,1.1,2.2,0.8,14.1,1.0,15.1,6.9,0.51,25.1,0.4,1.9,0.053,69
Andrea Bargnani,PF,27,TOR,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,0.289,6.6,1.8,-4.2,-1.8,12.3,0.6,0.181,-2.5,3.0,-0.5,11.2,1.1,10.5,7.6,0.482,23.8,-0.6,0.1,0.007,70
Harrison Barnes,SF,20,GSW,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6.0,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,0.231,7.3,0.5,-2.4,-0.3,14.5,1.9,0.303,-2.1,2.9,0.9,11.0,1.3,12.4,8.9,0.526,17.7,-0.2,2.8,0.065,75
Matt Barnes,SF,32,LAC,80,4,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9,10.3,0.481,9.2,2.6,3.4,1.1,14.5,2.8,0.173,2.2,6.5,3.5,15.5,2.1,11.0,10.6,0.566,18.1,2.8,6.3,0.146,75
Earl Barron,C,31,NYK,1,1,37.0,5.0,14.0,0.357,0.0,0.0,,5.0,14.0,0.357,0.357,1.0,2.0,0.5,6.0,12.0,18.0,2.0,0.0,1.0,1.0,1.0,11.0,0.0,8.7,2.3,-5.9,-0.9,39.3,0.1,0.143,-5.0,18.4,0.0,15.4,0.0,6.3,28.5,0.37,20.1,0.0,0.1,0.069,57
Will Barton,SG,22,POR,73,5,12.2,1.6,4.2,0.382,0.1,0.9,0.138,1.5,3.3,0.447,0.396,0.7,0.9,0.769,0.5,1.5,2.0,0.8,0.5,0.1,0.8,0.8,4.0,0.21,10.4,0.8,-5.7,-0.9,14.3,0.6,0.21,-4.8,4.6,-1.1,9.1,2.0,15.1,9.4,0.437,20.4,-0.8,-0.5,-0.028,58
Brandon Bass,PF,27,BOS,81,69,27.6,3.5,7.3,0.486,0.0,0.0,0.0,3.5,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1.0,0.5,0.8,1.0,2.3,8.7,0.003,6.0,2.3,-1.2,1.1,15.2,2.7,0.255,-2.3,7.0,2.0,12.3,1.0,10.9,11.2,0.535,15.5,0.4,4.7,0.101,70
Shane Battier,SF,34,MIA,72,20,24.8,2.1,5.0,0.42,1.9,4.4,0.43,0.2,0.6,0.348,0.608,0.4,0.5,0.842,0.5,1.8,2.3,1.0,0.6,0.8,0.5,2.1,6.6,0.873,5.7,2.5,2.0,0.0,8.4,1.6,0.105,2.0,2.7,2.8,10.7,1.2,8.2,5.7,0.623,11.0,1.8,4.4,0.119,73
Nicolas Batum,SF,24,POR,73,73,38.5,4.8,11.4,0.423,2.3,6.1,0.372,2.6,5.3,0.481,0.522,2.4,2.9,0.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9,14.3,0.533,20.3,2.2,3.4,1.1,13.2,1.9,0.252,2.3,4.0,3.8,15.7,1.7,17.0,8.5,0.566,18.2,3.8,5.8,0.099,78
Jerryd Bayless,PG,24,MEM,80,4,22.1,3.3,7.8,0.419,0.9,2.5,0.353,2.4,5.3,0.45,0.476,1.3,1.5,0.836,0.3,1.9,2.2,3.3,0.7,0.2,1.5,2.1,8.7,0.324,24.9,0.8,-0.2,-0.2,10.5,2.5,0.196,0.1,1.4,1.5,13.5,1.8,15.1,5.9,0.514,20.8,0.8,4.0,0.108,71
Kent Bazemore,SG,23,GSW,61,0,4.4,0.7,1.9,0.371,0.2,0.6,0.294,0.5,1.3,0.402,0.414,0.4,0.7,0.614,0.1,0.3,0.4,0.4,0.3,0.1,0.3,0.4,2.0,0.293,13.1,1.2,-4.9,-1.5,6.8,0.3,0.379,-3.4,2.1,-0.3,11.3,3.2,11.7,4.5,0.454,25.7,-0.2,0.1,0.014,70
Bradley Beal,SG,19,WAS,56,46,31.2,5.0,12.3,0.41,1.6,4.2,0.386,3.4,8.1,0.424,0.477,2.2,2.8,0.786,0.8,3.0,3.8,2.4,0.9,0.5,1.6,2.0,13.9,0.344,13.7,1.3,-0.1,0.0,10.8,2.0,0.231,0.0,2.7,1.0,13.6,1.5,10.6,6.7,0.515,22.2,0.9,3.0,0.082,75
Michael Beasley,SF,24,PHO,75,20,20.7,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,0.188,12.5,1.6,-6.1,-1.7,17.2,1.0,0.164,-4.4,3.7,-2.5,10.8,1.0,14.9,10.3,0.462,27.6,-1.6,-1.5,-0.047,75
Rodrigue Beaubois,PG,24,DAL,45,0,12.2,1.4,3.9,0.369,0.5,1.6,0.292,1.0,2.3,0.423,0.429,0.7,0.8,0.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4.0,0.409,22.6,0.6,-3.3,-1.7,9.6,0.4,0.216,-1.6,1.9,0.0,10.6,1.8,14.6,5.8,0.47,18.7,-0.2,0.4,0.032,72
Marco Belinelli,SG,26,CHI,73,27,25.8,3.3,8.4,0.395,1.1,3.0,0.357,2.2,5.3,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,2.0,0.6,0.1,1.1,1.9,9.6,0.362,12.9,0.2,-2.7,-1.6,7.8,1.6,0.275,-1.1,0.8,1.3,10.4,1.3,10.7,4.3,0.513,18.7,-0.3,3.0,0.076,65
Patrick Beverley,PG,24,HOU,41,0,17.4,1.9,4.6,0.418,0.9,2.3,0.375,1.0,2.3,0.462,0.513,0.8,1.0,0.829,1.1,1.6,2.7,2.9,0.9,0.5,1.1,2.0,5.6,0.508,24.2,2.2,3.4,1.4,10.1,0.8,0.217,2.0,7.2,1.4,15.4,2.6,17.5,8.7,0.551,15.4,1.0,2.2,0.148,73
Andris Biedrins,C,26,GSW,53,9,9.3,0.2,0.4,0.476,0.0,0.0,,0.2,0.4,0.476,0.476,0.1,0.2,0.308,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,0.0,3.7,6.6,0.7,5.7,25.7,1.0,0.619,-5.0,7.8,0.1,7.7,1.5,34.4,17.0,0.449,3.7,0.3,1.1,0.102,63
Chauncey Billups,SG,36,LAC,22,22,19.0,2.4,6.0,0.402,1.5,4.1,0.367,0.9,1.9,0.476,0.527,2.0,2.2,0.938,0.1,1.4,1.5,2.2,0.5,0.0,1.2,1.1,8.4,0.682,17.4,0.2,-0.2,-2.7,8.4,0.3,0.364,2.4,0.6,1.0,15.0,1.5,14.5,4.6,0.601,19.6,0.2,1.3,0.146,81
Bismack Biyombo,C,20,CHA,80,65,27.3,2.0,4.3,0.451,0.0,0.0,,2.0,4.3,0.451,0.451,0.9,1.8,0.521,2.4,4.9,7.3,0.4,0.4,1.8,1.0,2.4,4.8,0.0,2.5,5.3,-3.2,1.2,20.9,1.3,0.41,-4.4,9.9,0.1,10.1,0.7,16.7,15.2,0.472,10.2,-0.7,1.4,0.031,65
DeJuan Blair,PF,23,SAS,61,16,14.0,2.3,4.4,0.524,0.0,0.0,0.0,2.3,4.4,0.526,0.524,0.7,1.1,0.629,1.1,2.7,3.8,0.7,0.6,0.2,0.8,1.8,5.4,0.004,8.3,0.9,-0.8,1.3,21.1,1.5,0.258,-2.0,9.5,0.7,14.6,2.2,14.0,15.6,0.543,19.0,0.3,2.2,0.126,69
Steve Blake,PG,32,LAL,45,13,26.1,2.5,6.0,0.422,1.6,3.8,0.421,0.9,2.2,0.424,0.556,0.6,0.8,0.771,0.5,2.5,2.9,3.8,0.8,0.1,1.4,1.8,7.3,0.633,21.9,0.4,0.0,-0.7,10.1,0.8,0.13,0.7,2.0,1.6,11.7,1.5,17.8,6.2,0.573,13.2,0.6,2.4,0.097,69
Andray Blatche,C,26,BRK,82,8,19.0,4.2,8.2,0.512,0.0,0.3,0.136,4.2,8.0,0.524,0.514,1.8,2.6,0.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0,10.3,0.033,10.5,2.7,2.3,1.6,19.6,2.5,0.32,0.7,12.2,2.4,21.9,3.0,13.8,15.8,0.547,26.5,1.7,4.9,0.153,74
Eric Bledsoe,PG,23,LAC,76,12,20.4,3.3,7.5,0.445,0.4,1.0,0.397,2.9,6.4,0.453,0.473,1.4,1.8,0.791,1.0,1.9,3.0,3.1,1.4,0.7,1.8,1.5,8.5,0.137,23.5,3.0,2.7,2.7,11.1,2.6,0.236,0.0,6.1,1.1,17.5,3.7,17.9,8.6,0.513,22.5,1.9,3.7,0.115,82
Keith Bogans,SG,32,BRK,74,23,19.0,1.5,3.8,0.38,1.1,3.3,0.343,0.3,0.5,0.615,0.528,0.1,0.2,0.647,0.2,1.4,1.6,1.0,0.4,0.1,0.7,1.5,4.2,0.863,8.1,0.2,-1.3,-0.9,8.8,0.7,0.06,-0.4,1.3,0.7,6.7,1.1,14.4,5.0,0.533,11.2,0.3,1.4,0.047,68
Andrew Bogut,C,28,GSW,32,32,24.6,2.6,5.8,0.451,0.0,0.0,1.0,2.6,5.7,0.448,0.454,0.6,1.2,0.5,2.1,5.5,7.7,2.1,0.6,1.7,1.1,2.7,5.8,0.005,12.5,5.5,2.3,4.8,24.1,1.4,0.207,-2.5,9.8,0.4,13.8,1.3,14.8,17.2,0.463,13.4,0.9,1.7,0.106,78
Matt Bonner,PF,32,SAS,68,4,13.4,1.6,3.4,0.487,0.8,1.8,0.442,0.9,1.6,0.536,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,0.522,5.8,1.5,0.5,0.0,12.5,1.1,0.065,0.4,3.4,1.4,11.8,1.0,6.3,8.2,0.609,12.8,0.6,2.5,0.133,58
Trevor Booker,PF,25,WAS,48,14,18.5,2.3,4.6,0.491,0.0,0.1,0.0,2.3,4.5,0.502,0.491,0.8,1.5,0.556,2.0,2.9,5.0,0.8,0.7,0.3,0.6,2.0,5.3,0.023,7.4,1.4,0.1,1.8,17.8,1.4,0.327,-1.7,12.2,0.9,13.9,1.9,11.0,14.9,0.509,14.5,0.5,2.3,0.126,69
Carlos Boozer,PF,31,CHI,79,79,32.2,6.9,14.4,0.477,0.0,0.0,0.0,6.9,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3.0,16.2,0.002,13.4,0.8,-0.6,0.9,27.2,4.3,0.232,-1.5,7.8,1.4,17.1,1.4,12.3,17.4,0.51,25.8,0.9,5.7,0.108,77
Chris Bosh,C,28,MIA,74,74,33.2,6.6,12.3,0.535,0.3,1.0,0.284,6.3,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3,16.6,0.082,8.4,3.4,1.2,0.6,17.6,3.4,0.333,0.6,7.0,5.6,20.0,1.4,11.0,12.6,0.592,22.7,2.0,9.0,0.175,82
Avery Bradley,PG,22,BOS,50,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3.0,7.0,0.432,0.444,0.7,1.0,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,0.264,11.6,1.0,-2.7,0.2,6.5,1.6,0.103,-2.8,2.5,-1.3,8.8,2.3,12.6,4.6,0.461,18.8,-0.2,0.4,0.012,78
Elton Brand,C,33,DAL,72,18,21.2,3.1,6.6,0.473,0.0,0.0,0.0,3.1,6.6,0.474,0.473,0.9,1.3,0.71,1.8,4.2,6.0,1.0,0.7,1.3,0.8,2.7,7.2,0.002,7.1,4.6,0.4,2.5,21.5,2.2,0.195,-2.1,9.7,1.2,15.2,1.7,9.9,15.7,0.499,17.2,0.9,3.4,0.107,78
Corey Brewer,SF,26,DEN,82,2,24.4,4.6,10.8,0.425,1.1,3.7,0.296,3.5,7.0,0.493,0.476,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,0.348,9.5,0.9,0.3,-0.4,9.9,2.2,0.245,0.7,3.1,1.7,14.7,3.0,9.4,6.6,0.506,23.4,1.1,3.9,0.093,74
Ronnie Brewer,SF,27,OKC,14,0,10.1,0.4,1.6,0.261,0.1,0.4,0.2,0.4,1.3,0.278,0.283,0.0,0.0,,0.9,1.9,2.9,0.7,0.6,0.0,0.3,0.4,0.9,0.217,9.4,0.0,-0.1,2.6,20.3,0.3,0.0,-2.7,11.3,0.0,9.1,3.3,14.8,16.2,0.283,8.6,0.1,0.2,0.072,73
Aaron Brooks,PG,28,HOU,7,0,5.4,0.6,1.9,0.308,0.3,1.0,0.286,0.3,0.9,0.333,0.385,0.0,0.0,,0.1,0.1,0.3,0.9,0.1,0.4,0.6,0.7,1.4,0.538,23.1,6.0,-6.3,-0.5,3.0,0.0,0.0,-5.8,3.0,-0.1,5.6,1.3,23.5,3.0,0.385,19.6,0.0,0.0,-0.063,77
MarShon Brooks,SG,24,BRK,73,2,12.5,2.1,4.6,0.463,0.2,0.8,0.273,1.9,3.8,0.5,0.485,0.9,1.3,0.734,0.4,1.0,1.4,1.0,0.5,0.2,0.9,1.3,5.4,0.164,14.6,1.3,-2.2,-0.8,9.4,0.8,0.281,-1.4,4.1,0.5,13.5,2.0,15.5,6.7,0.523,22.5,0.0,1.3,0.068,71
Kwame Brown,C,30,PHI,22,11,12.2,0.8,1.7,0.459,0.0,0.0,,0.8,1.7,0.459,0.459,0.3,0.9,0.368,1.0,2.3,3.4,0.4,0.3,0.5,0.4,1.7,1.9,0.0,4.7,2.9,-3.5,1.6,22.1,0.4,0.514,-5.1,9.4,0.0,8.8,1.2,15.0,15.5,0.452,9.1,-0.1,0.4,0.071,60
Shannon Brown,SG,27,PHO,59,22,23.8,4.1,9.7,0.42,0.7,2.4,0.277,3.4,7.3,0.467,0.454,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,1.6,10.5,0.247,12.8,0.8,-2.1,-1.3,8.7,0.8,0.219,-0.9,3.5,0.4,13.1,2.2,10.6,6.0,0.493,22.2,0.0,1.2,0.041,74
Kobe Bryant,SG,34,LAL,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,7.8,15.2,0.51,0.504,6.7,8.0,0.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,0.255,29.7,0.6,4.7,-0.5,13.1,2.6,0.392,5.2,2.5,8.4,23.0,1.8,13.3,7.9,0.57,31.9,5.1,10.9,0.174,93
Chase Budinger,SF,24,MIN,23,1,22.1,3.4,8.3,0.414,1.1,3.5,0.321,2.3,4.8,0.482,0.482,1.4,1.8,0.762,0.7,2.4,3.1,1.1,0.6,0.3,1.0,1.3,9.4,0.424,8.3,1.1,-1.8,-1.1,13.0,0.4,0.22,-0.7,3.3,0.3,12.6,1.4,9.9,8.0,0.516,20.5,0.0,0.7,0.066,69
Alec Burks,SG,21,UTA,64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2.0,4.6,0.439,0.463,1.4,2.0,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7.0,0.237,13.0,0.9,-2.7,-1.3,11.2,0.7,0.332,-1.4,3.8,0.3,11.5,1.6,14.3,7.5,0.507,20.7,-0.2,1.0,0.044,72
Jimmy Butler,SF,23,CHI,82,20,26.0,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5.0,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6,0.205,8.6,1.1,1.9,1.0,10.4,2.6,0.455,0.9,7.2,4.4,15.2,2.0,9.2,8.8,0.574,14.6,2.1,7.0,0.158,76
Will Bynum,PG,30,DET,65,0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,3.5,7.1,0.494,0.491,1.6,2.0,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,9.8,0.141,34.8,0.3,-2.4,-3.2,6.6,0.5,0.243,0.8,2.6,1.2,16.6,2.0,17.3,4.6,0.532,27.0,-0.1,1.7,0.067,71
Jose Calderon,PG,31,DET,28,28,31.7,4.5,8.5,0.527,1.8,3.5,0.52,2.6,5.0,0.532,0.635,0.9,1.0,0.893,0.2,2.3,2.5,6.6,1.1,0.1,1.8,1.5,11.6,0.414,34.1,0.2,0.3,-2.9,8.5,0.4,0.118,3.2,0.8,2.6,18.2,1.8,17.0,4.5,0.654,15.4,0.5,3.0,0.163,76
Marcus Camby,PF,38,NYK,24,4,10.4,0.7,2.2,0.321,0.0,0.0,,0.7,2.2,0.321,0.321,0.3,0.8,0.421,1.0,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8,0.0,8.1,4.8,-3.2,3.4,27.1,0.4,0.358,-6.6,10.9,-0.4,8.6,1.5,19.6,18.7,0.342,14.3,-0.1,0.0,0.007,71
