player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Leandro Barbosa,SG,26,PHO,70,11,24.4,5.2,10.8,0.482,1.3,3.4,0.375,3.9,7.4,0.532,0.542,2.4,2.8,0.881,0.5,2.1,2.6,2.3,1.2,0.1,1.3,1.6,14.2,0.316,14.9,0.3,1.2,-2.0,9.7,1.0,0.256,3.2,2.4,4.0,19.4,2.4,9.9,6.2,0.588,24.2,1.4,5.0,0.141,75
J.J. Barea,SG,24,DAL,79,15,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,0.276,26.4,0.2,-1.9,-1.7,10.0,1.0,0.167,-0.1,2.6,1.2,13.4,1.2,14.9,6.4,0.516,20.2,0.1,2.2,0.066,69
Andrea Bargnani,PF,23,TOR,78,59,31.4,5.5,12.3,0.45,1.5,3.7,0.409,4.0,8.6,0.468,0.512,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,0.304,6.4,3.1,-0.8,-0.5,16.4,2.0,0.278,-0.4,3.4,1.8,14.6,0.7,11.2,10.0,0.559,22.7,0.7,3.9,0.076,69
Matt Barnes,PF,28,PHO,77,40,27.0,3.7,8.8,0.423,1.5,4.4,0.343,2.2,4.3,0.505,0.51,1.3,1.8,0.743,1.0,4.4,5.5,2.8,0.7,0.3,1.7,2.7,10.2,0.506,14.2,0.9,0.5,-0.4,18.5,1.4,0.202,0.9,4.6,1.6,12.6,1.2,15.0,11.8,0.537,18.3,1.3,3.0,0.069,66
Brandon Bass,C,23,DAL,81,0,19.4,3.1,6.3,0.496,0.0,0.1,0.0,3.1,6.2,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,0.012,4.3,2.6,-2.1,-0.6,17.2,1.6,0.413,-1.6,9.5,2.5,16.4,0.9,12.5,13.4,0.571,20.0,-0.1,4.1,0.124,68
Shane Battier,SG,30,HOU,60,59,33.9,2.4,5.9,0.41,1.5,4.0,0.384,0.9,2.0,0.462,0.538,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3,0.669,10.0,1.9,3.4,3.0,12.9,2.9,0.189,0.4,3.1,2.3,10.7,1.3,11.3,8.2,0.568,9.9,2.8,5.2,0.123,72
Nicolas Batum,SF,20,POR,79,76,18.4,2.0,4.6,0.446,0.8,2.1,0.369,1.3,2.4,0.513,0.532,0.5,0.7,0.808,1.1,1.7,2.8,0.9,0.6,0.5,0.6,1.8,5.4,0.465,7.8,2.2,2.5,1.3,11.8,1.6,0.144,1.2,7.0,2.1,12.9,1.9,11.5,9.4,0.555,14.0,1.7,3.7,0.123,64
Jerryd Bayless,PG,20,POR,53,0,12.4,1.3,3.6,0.365,0.1,0.5,0.259,1.2,3.1,0.383,0.384,1.6,1.9,0.806,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.5,4.3,0.143,18.2,0.2,-5.4,-1.6,9.4,0.5,0.545,-3.8,1.5,-0.2,8.2,1.4,19.3,5.4,0.487,20.9,-0.6,0.3,0.019,65
Michael Beasley,PF,20,MIA,81,19,24.8,5.6,11.8,0.472,0.4,1.0,0.407,5.2,10.8,0.478,0.49,2.3,3.0,0.772,1.4,4.1,5.4,1.0,0.5,0.5,1.5,2.3,13.9,0.085,7.7,1.5,-4.3,-1.9,19.8,2.2,0.252,-2.4,6.5,1.2,17.2,1.1,10.2,13.1,0.528,27.7,-1.2,3.4,0.081,72
Marco Belinelli,SG,22,GSW,42,23,21.0,3.3,7.5,0.442,1.2,3.1,0.397,2.1,4.4,0.473,0.524,1.0,1.2,0.769,0.2,1.5,1.7,2.1,0.9,0.0,1.4,1.7,8.9,0.413,15.3,0.1,-3.2,-3.0,7.5,0.1,0.164,-0.2,1.2,0.4,11.8,2.0,14.8,4.4,0.547,19.3,-0.3,0.5,0.028,66
Charlie Bell,SG,29,MIL,70,23,25.5,3.1,7.5,0.414,1.2,3.4,0.363,1.9,4.1,0.458,0.497,0.9,1.1,0.825,0.5,1.5,1.9,2.2,0.7,0.1,1.1,2.0,8.4,0.458,13.3,0.3,-1.5,-1.0,7.1,1.2,0.153,-0.4,2.0,0.9,9.8,1.5,12.0,4.4,0.525,16.0,0.2,2.2,0.059,66
Raja Bell,SG,32,CHA,45,44,35.6,5.0,11.3,0.44,1.6,3.9,0.395,3.4,7.3,0.464,0.509,1.6,1.8,0.877,0.7,3.2,4.0,2.5,0.8,0.1,1.5,2.4,13.0,0.349,12.2,0.3,-0.2,-0.2,11.2,1.5,0.16,0.0,2.6,1.3,11.7,1.3,11.1,6.9,0.541,18.0,0.7,2.8,0.083,71
Mike Bibby,PG,30,ATL,79,79,34.7,5.5,12.7,0.435,2.1,5.4,0.39,3.4,7.3,0.468,0.518,1.7,2.2,0.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9,0.426,24.2,0.3,1.7,-0.9,10.3,2.5,0.17,2.6,1.6,4.4,16.3,1.9,10.6,6.0,0.544,20.6,2.6,6.9,0.121,78
Andris Biedrins,C,22,GSW,62,58,30.0,5.0,8.6,0.578,0.0,0.0,0.0,5.0,8.6,0.579,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,0.002,10.0,3.6,2.6,1.9,27.4,2.1,0.405,0.6,13.0,3.3,19.1,1.7,14.9,20.2,0.585,16.9,2.1,5.4,0.139,74
Chauncey Billups,PG,32,DEN,77,77,35.3,5.2,12.5,0.42,2.1,5.1,0.41,3.2,7.4,0.427,0.504,5.3,5.8,0.913,0.4,2.6,3.0,6.4,1.2,0.2,2.2,2.1,17.9,0.407,28.8,0.5,2.5,-1.7,8.2,2.1,0.467,4.3,1.4,7.8,18.8,1.7,13.0,4.9,0.595,21.8,3.1,9.9,0.176,85
Steve Blake,PG,28,POR,69,69,31.7,4.0,9.4,0.428,2.0,4.8,0.427,2.0,4.6,0.429,0.536,0.9,1.1,0.84,0.4,2.1,2.5,5.0,1.0,0.1,1.6,1.8,11.0,0.507,25.1,0.1,1.7,-1.1,8.4,1.7,0.116,2.7,1.6,4.1,14.4,1.7,13.7,4.9,0.557,17.0,2.0,5.8,0.128,72
Andray Blatche,C,22,WAS,71,36,24.0,4.2,8.9,0.471,0.1,0.3,0.238,4.1,8.6,0.479,0.475,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1.0,1.6,3.0,10.0,0.033,11.8,3.5,-1.5,0.4,17.9,1.2,0.257,-1.9,8.5,0.2,15.0,1.6,14.3,13.0,0.508,21.9,0.2,1.4,0.039,62
Mark Blount,C,33,MIA,20,0,10.4,1.5,3.9,0.385,0.6,1.4,0.407,1.0,2.6,0.373,0.455,0.4,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4.0,0.346,3.1,2.8,-9.0,-2.9,18.1,0.2,0.167,-6.1,5.7,-0.3,8.7,0.3,14.3,11.8,0.472,22.2,-0.4,-0.1,-0.024,54
Andrew Bogut,C,24,MIL,36,33,31.2,5.1,8.8,0.577,0.0,0.0,,5.1,8.8,0.577,0.577,1.6,2.7,0.571,3.3,7.0,10.3,2.0,0.6,1.0,2.4,3.6,11.7,0.0,10.7,2.7,1.7,2.6,27.7,1.6,0.309,-0.9,11.8,1.0,16.2,1.1,19.3,19.4,0.586,17.8,1.0,2.6,0.112,71
Matt Bonner,PF,28,SAS,81,67,23.8,3.3,6.6,0.496,1.5,3.3,0.44,1.8,3.3,0.552,0.606,0.2,0.3,0.739,1.2,3.6,4.8,1.0,0.6,0.3,0.5,2.3,8.2,0.5,6.8,1.0,2.6,0.9,17.6,3.0,0.043,1.6,6.1,3.8,15.0,1.3,6.3,11.9,0.611,14.6,2.2,6.8,0.169,58
Carlos Boozer,PF,27,UTA,37,37,32.4,6.8,13.8,0.49,0.0,0.0,,6.8,13.8,0.49,0.49,2.6,3.8,0.698,3.0,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2,0.0,11.4,0.5,-0.1,0.6,27.3,1.7,0.271,-0.7,11.1,0.9,17.2,1.7,12.1,19.2,0.523,24.4,0.6,2.6,0.105,84
Chris Bosh,C,24,TOR,77,77,38.0,8.0,16.4,0.487,0.2,0.6,0.245,7.8,15.8,0.497,0.492,6.5,8.0,0.817,2.8,7.2,10.0,2.5,0.9,1.0,2.3,2.5,22.7,0.039,11.6,2.0,2.4,0.5,22.1,3.1,0.489,2.0,8.7,6.6,22.1,1.2,10.2,15.5,0.569,26.9,3.3,9.7,0.159,84
Elton Brand,PF,29,PHI,29,23,31.7,5.6,12.6,0.447,0.0,0.0,,5.6,12.6,0.447,0.447,2.5,3.7,0.676,2.7,6.1,8.8,1.3,0.6,1.6,2.3,2.7,13.8,0.0,6.9,3.9,-2.8,0.9,23.2,1.3,0.296,-3.7,9.9,-0.4,14.6,1.0,14.2,16.5,0.484,23.8,-0.2,0.9,0.047,77
Corey Brewer,SF,22,MIN,15,8,20.5,2.5,6.0,0.411,0.3,0.8,0.417,2.1,5.2,0.41,0.439,0.9,1.3,0.737,1.2,2.1,3.3,1.7,1.0,0.2,0.9,2.5,6.2,0.133,12.9,0.8,-0.8,0.8,12.3,0.3,0.211,-1.6,6.6,0.1,11.2,2.6,11.7,9.3,0.473,16.3,0.1,0.3,0.052,68
Ronnie Brewer,SF,23,UTA,81,80,32.2,5.2,10.2,0.508,0.3,1.0,0.259,4.9,9.2,0.537,0.522,3.0,4.3,0.702,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,13.7,0.103,10.9,0.9,2.0,1.0,9.1,2.9,0.425,1.0,4.6,3.9,16.1,2.7,10.1,6.9,0.565,18.8,2.7,6.8,0.126,70
Aaron Brooks,PG,24,HOU,80,35,25.0,4.0,9.8,0.404,1.4,3.9,0.366,2.5,5.9,0.428,0.476,1.9,2.2,0.866,0.4,1.6,2.0,3.0,0.6,0.1,1.6,1.9,11.2,0.395,20.2,0.3,-1.3,-1.5,7.0,2.2,0.22,0.2,2.0,1.4,12.9,1.2,12.7,4.6,0.521,22.9,0.4,3.6,0.086,71
Bobby Brown,PG,24,MIN,21,1,12.2,2.2,5.4,0.416,0.7,1.7,0.389,1.6,3.7,0.429,0.478,0.4,0.4,0.889,0.3,0.5,0.8,1.4,0.3,0.1,0.8,1.0,5.5,0.319,20.5,0.6,-4.7,-3.8,4.8,0.1,0.08,-0.9,2.6,0.0,11.9,1.2,12.0,3.7,0.496,23.4,-0.2,0.1,0.017,58
Devin Brown,SG,30,NOH,63,5,13.8,1.8,5.0,0.355,0.4,1.5,0.289,1.3,3.4,0.384,0.399,1.2,1.6,0.78,0.5,1.4,1.9,0.9,0.5,0.1,0.9,1.3,5.2,0.31,10.2,0.5,-5.0,-1.3,12.2,1.0,0.319,-3.8,4.3,-0.8,9.7,2.0,13.1,8.3,0.459,22.8,-0.7,0.1,0.007,59
Shannon Brown,SG,23,LAL,18,0,7.6,1.2,2.3,0.524,0.3,0.5,0.667,0.9,1.8,0.485,0.595,0.4,0.5,0.889,0.2,0.9,1.1,0.6,0.2,0.1,0.5,0.5,3.2,0.214,10.9,1.1,-1.9,-0.7,13.9,0.2,0.214,-1.2,2.5,0.2,15.0,1.5,16.4,8.3,0.631,17.8,0.0,0.4,0.131,67
Kobe Bryant,SG,30,LAL,82,82,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,0.196,23.8,1.0,4.5,-0.2,12.8,4.0,0.329,4.8,3.5,8.6,24.4,2.1,9.7,8.2,0.561,32.2,4.9,12.7,0.206,97
Caron Butler,SG,28,WAS,67,67,38.6,7.3,16.2,0.453,1.0,3.1,0.31,6.4,13.1,0.487,0.482,5.1,6.0,0.858,1.8,4.4,6.2,4.3,1.6,0.3,3.1,2.5,20.8,0.194,19.7,0.6,1.8,-0.8,13.8,1.1,0.371,2.6,5.2,3.4,18.8,2.2,14.3,9.4,0.552,25.9,2.5,4.5,0.083,83
Rasual Butler,SF,29,NOH,82,74,31.9,4.2,9.8,0.433,1.7,4.4,0.39,2.5,5.4,0.468,0.521,1.0,1.3,0.782,0.6,2.7,3.3,0.9,0.6,0.7,0.7,1.9,11.2,0.447,4.8,2.0,-0.5,-0.2,10.2,2.4,0.137,-0.3,2.3,2.2,11.8,1.1,6.5,6.3,0.541,16.8,1.0,4.6,0.084,61
Andrew Bynum,C,21,LAL,50,50,28.9,5.6,10.0,0.56,0.0,0.0,,5.6,10.0,0.56,0.56,3.0,4.3,0.707,2.7,5.2,8.0,1.4,0.4,1.8,1.7,3.1,14.3,0.0,7.7,4.8,1.9,1.6,20.1,2.3,0.428,0.2,10.8,3.2,20.0,0.6,12.5,15.6,0.598,20.7,1.4,5.5,0.184,74
Will Bynum,PG,26,DET,57,1,14.1,2.7,6.0,0.456,0.1,0.3,0.158,2.7,5.7,0.474,0.461,1.7,2.1,0.798,0.3,1.0,1.3,2.8,0.6,0.0,1.3,1.5,7.2,0.056,35.3,0.2,-1.7,-1.9,8.4,0.8,0.348,0.2,2.8,0.5,17.4,2.3,16.2,5.5,0.52,27.9,0.1,1.3,0.078,68
Jose Calderon,PG,27,TOR,68,68,34.3,4.7,9.5,0.497,1.2,3.0,0.406,3.5,6.5,0.538,0.561,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8,0.314,41.0,0.2,0.9,-2.4,8.9,1.3,0.239,3.3,0.8,6.2,18.8,1.7,16.7,4.9,0.613,16.9,1.7,7.5,0.154,75
Marcus Camby,C,34,LAC,62,55,31.0,4.1,8.0,0.512,0.0,0.1,0.25,4.1,7.9,0.514,0.513,2.1,2.9,0.725,2.6,8.5,11.1,2.0,0.8,2.1,1.5,2.1,10.3,0.008,10.8,5.1,1.8,3.7,32.7,2.9,0.367,-2.0,9.4,2.3,18.7,1.4,13.9,20.7,0.556,15.8,1.8,5.2,0.129,74
Anthony Carter,PG,33,DEN,78,5,22.9,2.1,4.9,0.433,0.3,1.1,0.239,1.9,3.8,0.49,0.46,0.7,1.0,0.731,0.5,2.1,2.6,4.7,1.2,0.2,2.0,1.8,5.3,0.228,29.9,0.6,-1.8,0.3,10.4,2.1,0.202,-2.2,2.7,-0.3,10.8,2.7,26.9,6.7,0.49,14.3,0.1,1.8,0.047,61
Vince Carter,SG,32,NJN,80,80,36.8,7.4,16.8,0.437,1.9,4.9,0.385,5.5,11.9,0.459,0.493,4.2,5.1,0.817,0.9,4.2,5.1,4.7,1.0,0.5,2.1,2.9,20.8,0.291,23.7,1.1,2.5,-0.9,13.8,1.8,0.305,3.5,3.0,5.7,19.3,1.5,9.8,8.3,0.545,26.8,3.4,7.5,0.123,81
Mario Chalmers,PG,22,MIA,82,82,32.0,3.4,8.1,0.42,1.4,3.8,0.367,2.0,4.3,0.467,0.506,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0,0.47,23.5,0.2,0.8,0.3,8.8,3.1,0.292,0.4,1.7,2.1,13.3,3.3,18.1,5.2,0.548,16.3,1.8,5.2,0.095,74
Tyson Chandler,C,26,NOH,45,45,32.1,3.6,6.3,0.565,0.0,0.0,,3.6,6.3,0.565,0.565,1.7,3.0,0.579,3.6,5.1,8.7,0.5,0.3,1.2,1.6,3.2,8.8,0.0,2.4,3.3,-0.9,0.9,19.2,1.7,0.47,-1.8,13.7,1.7,13.4,0.6,17.0,16.4,0.581,13.7,0.4,3.4,0.114,70
Wilson Chandler,SF,21,NYK,82,70,33.4,5.5,12.9,0.432,1.3,3.8,0.328,4.3,9.0,0.476,0.481,2.1,2.6,0.795,1.1,4.3,5.4,2.1,0.9,0.9,1.7,3.0,14.4,0.298,9.9,2.0,-0.9,0.3,14.7,2.1,0.204,-1.2,3.5,1.0,12.9,1.3,10.8,8.9,0.515,20.5,0.8,3.1,0.054,73
Speedy Claxton,PG,30,ATL,2,0,7.5,1.0,3.5,0.286,0.0,0.0,,1.0,3.5,0.286,0.286,0.5,1.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.5,0.0,32.4,0.0,-19.1,-10.7,0.0,0.0,0.286,-8.3,0.0,0.0,5.7,0.0,0.0,0.0,0.317,24.6,-0.1,0.0,-0.083,61
Mardy Collins,PG,24,LAC,39,14,20.9,2.5,5.7,0.433,0.3,0.7,0.464,2.2,5.0,0.429,0.462,0.6,0.9,0.649,0.7,1.8,2.5,2.6,0.7,0.3,1.4,1.9,5.9,0.125,19.9,0.9,-3.8,-0.6,10.2,0.4,0.165,-3.3,4.0,-0.3,9.9,1.9,18.1,7.0,0.481,16.4,-0.4,0.1,0.004,56
Nick Collison,C,28,OKC,71,40,25.8,3.4,6.0,0.568,0.0,0.0,0.0,3.4,6.0,0.57,0.568,1.4,1.9,0.721,2.5,4.3,6.9,0.9,0.7,0.7,1.0,3.4,8.2,0.005,5.8,2.0,0.6,1.0,19.7,2.0,0.318,-0.5,11.2,3.0,14.8,1.4,13.0,15.4,0.599,13.5,1.2,5.0,0.13,63
Mike Conley,PG,21,MEM,82,61,30.6,3.9,8.9,0.442,1.1,2.6,0.406,2.9,6.3,0.458,0.503,2.0,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9,0.297,23.7,0.3,-0.2,-0.7,12.5,1.9,0.27,0.5,1.2,2.7,14.3,1.9,14.9,6.8,0.548,17.9,1.1,4.5,0.086,74
Daequan Cook,SF,21,MIA,75,4,24.4,3.2,8.6,0.375,2.0,5.3,0.387,1.2,3.3,0.356,0.494,0.7,0.7,0.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,1.7,9.1,0.612,6.2,0.4,-3.0,-2.3,11.2,1.3,0.087,-0.7,1.2,0.9,10.3,1.1,5.9,6.2,0.512,18.2,-0.5,2.2,0.056,61
Jamal Crawford,PG,28,GSW,54,54,38.6,6.4,15.8,0.406,2.0,5.9,0.338,4.4,9.9,0.446,0.468,4.9,5.5,0.889,0.4,2.9,3.3,4.4,0.9,0.2,2.3,1.5,19.7,0.372,17.8,0.4,-1.6,-3.2,8.1,-0.1,0.349,1.7,1.1,2.7,15.0,1.1,11.0,4.6,0.541,22.6,0.2,2.7,0.061,75
Eddy Curry,C,26,NYK,3,0,4.0,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,0.3,1.0,0.333,0.0,1.3,1.3,0.0,0.0,0.0,0.7,1.7,1.7,0.0,0.0,0.0,-17.3,-5.8,37.7,0.0,1.5,-11.5,0.0,0.0,2.8,0.0,37.6,18.2,0.753,19.3,0.0,0.0,-0.064,65
