player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Tony Allen,SG,33,MEM,63,41,26.2,3.6,7.2,0.495,0.2,0.5,0.345,3.4,6.8,0.505,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6,0.064,8.1,1.5,3.3,3.7,12.2,3.2,0.277,-0.4,7.2,0.9,14.6,4.1,14.4,9.7,0.528,16.6,2.2,4.1,0.119,78
Al-Farouq Aminu,SF,24,DAL,74,3,18.5,2.0,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,0.347,6.1,3.7,2.4,2.9,18.4,2.0,0.331,-0.5,9.1,1.2,14.4,2.6,11.9,13.7,0.504,15.2,1.5,3.3,0.115,79
Chris Andersen,C,36,MIA,60,20,18.9,2.0,3.5,0.58,0.1,0.2,0.308,1.9,3.2,0.598,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3,0.063,6.1,4.6,1.0,2.3,23.2,1.5,0.551,-1.2,8.2,2.1,16.1,1.2,13.5,15.9,0.622,12.3,0.9,3.6,0.151,73
Alan Anderson,SG,32,BRK,74,19,23.6,2.6,5.9,0.443,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,0.477,7.2,0.2,-0.5,-0.5,11.1,1.1,0.23,0.0,2.0,1.7,10.6,1.7,11.0,6.6,0.563,14.2,0.6,2.7,0.075,69
Kyle Anderson,SF,21,SAS,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,0.124,10.9,1.5,-2.7,2.4,20.8,0.6,0.157,-5.2,1.6,-0.3,8.2,2.1,9.5,11.4,0.389,13.4,-0.1,0.3,0.044,74
Ryan Anderson,PF,26,NOP,61,5,27.5,4.8,12.0,0.399,2.0,5.9,0.34,2.8,6.1,0.457,0.483,2.1,2.5,0.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,0.492,5.4,0.9,-1.1,-3.1,12.7,0.9,0.207,2.0,7.3,2.6,15.6,1.0,7.2,10.0,0.524,23.4,0.4,3.5,0.1,78
Giannis Antetokounmpo,SG,20,MIL,81,71,31.4,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,0.056,13.1,2.8,0.5,2.1,19.7,4.0,0.445,-1.7,4.5,2.2,14.8,1.5,15.6,12.2,0.552,19.6,1.6,6.2,0.117,84
Carmelo Anthony,SF,30,NYK,40,40,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,0.222,18.0,1.0,1.4,-2.2,16.0,0.6,0.294,3.5,5.7,2.2,21.5,1.5,8.9,10.7,0.531,32.2,1.2,2.9,0.097,88
Joel Anthony,C,32,DET,49,0,8.3,0.7,1.3,0.581,0.0,0.0,,0.7,1.3,0.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,0.0,1.8,9.5,1.4,4.8,17.0,0.7,0.355,-3.4,8.2,0.5,14.7,1.5,14.3,12.4,0.607,9.1,0.3,1.2,0.142,67
Trevor Ariza,SF,29,HOU,82,82,35.7,4.5,11.1,0.402,2.4,6.8,0.35,2.1,4.3,0.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,0.61,11.1,0.5,1.9,1.3,14.4,3.9,0.157,0.6,2.9,2.7,12.7,2.6,12.7,8.6,0.539,16.5,2.9,6.6,0.108,76
Darrell Arthur,PF,26,DEN,58,4,17.0,2.7,6.6,0.404,0.4,1.9,0.236,2.2,4.7,0.471,0.438,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,0.286,9.3,2.1,-1.1,0.7,13.4,0.9,0.154,-1.8,5.6,-0.1,11.5,2.4,10.3,9.3,0.466,20.0,0.2,0.9,0.042,75
Omer Asik,C,28,NOP,76,76,26.1,2.8,5.4,0.517,0.0,0.0,,2.8,5.4,0.517,0.517,1.7,3.0,0.582,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,0.0,5.4,2.1,-0.7,0.6,28.8,2.2,0.546,-1.3,14.0,2.8,15.5,0.8,15.7,21.4,0.545,14.0,0.6,5.0,0.12,74
D.J. Augustin,PG,27,OKC,28,1,24.2,2.5,6.6,0.371,1.2,3.4,0.354,1.3,3.2,0.389,0.462,1.1,1.3,0.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,0.516,18.5,0.1,-2.8,-2.0,8.4,0.4,0.194,-0.9,1.1,0.5,10.2,1.2,14.8,4.8,0.503,15.1,-0.1,0.9,0.063,72
Jeff Ayres,PF,27,SAS,51,0,7.5,1.1,1.9,0.579,0.0,0.0,,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,0.0,5.5,1.6,-1.7,0.4,23.3,0.6,0.379,-2.1,11.2,0.6,14.4,1.1,19.0,17.3,0.618,16.3,0.0,1.2,0.147,70
Luke Babbitt,SF,25,NOP,63,19,13.2,1.5,3.0,0.479,0.9,1.8,0.513,0.5,1.2,0.429,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1,0.599,4.3,1.0,-1.4,-1.4,13.5,0.5,0.099,0.0,1.6,1.1,11.1,1.1,11.5,7.6,0.639,12.4,0.1,1.6,0.092,71
Cameron Bairstow,PF,24,CHI,18,1,3.6,0.2,0.8,0.214,0.0,0.0,,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,0.0,2.2,1.1,-7.7,-1.0,3.3,0.0,0.357,-6.7,10.5,-0.1,2.1,1.6,15.6,6.8,0.309,13.5,-0.1,-0.1,-0.048,69
Leandro Barbosa,SG,32,GSW,66,1,14.9,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,0.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,0.29,14.9,0.6,-0.8,-1.2,7.2,1.2,0.192,0.4,2.6,1.6,15.3,2.0,9.5,5.0,0.558,20.5,0.3,2.8,0.137,72
J.J. Barea,PG,30,DAL,77,10,17.7,2.9,7.0,0.42,0.7,2.2,0.323,2.2,4.8,0.463,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,0.312,29.5,0.1,-1.5,-2.5,9.0,0.6,0.175,1.0,1.8,2.1,15.1,1.2,10.8,5.4,0.502,21.2,0.2,2.7,0.096,77
Andrea Bargnani,C,29,NYK,29,22,27.1,5.7,12.4,0.454,0.5,1.4,0.366,5.1,11.0,0.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,0.114,11.3,2.9,-3.7,-2.7,14.4,0.2,0.296,-1.0,4.6,0.8,16.6,0.1,9.3,9.3,0.527,26.4,-0.3,0.9,0.058,73
Harrison Barnes,SF,22,GSW,82,82,28.3,3.9,8.0,0.482,1.1,2.6,0.405,2.8,5.4,0.519,0.548,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,0.328,6.9,0.6,1.1,0.6,15.1,3.0,0.229,0.5,5.6,3.7,13.4,1.3,9.0,10.5,0.573,14.9,1.8,6.7,0.139,77
Matt Barnes,SF,34,LAC,76,74,29.9,3.6,8.2,0.444,1.8,4.9,0.362,1.9,3.3,0.569,0.553,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,0.603,7.2,1.8,1.6,0.7,12.2,2.1,0.152,0.9,2.6,2.2,11.3,1.5,11.6,7.5,0.574,14.9,2.1,4.3,0.091,72
Earl Barron,C,33,PHO,16,1,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,0.286,0.333,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2.0,0.103,4.9,1.1,-5.9,-0.9,10.8,0.1,0.308,-5.0,10.6,-0.1,5.0,1.4,10.1,10.7,0.361,15.1,-0.1,0.0,-0.011,59
Will Barton,SG,24,DEN,28,0,24.4,4.0,9.0,0.443,0.7,2.4,0.284,3.3,6.6,0.5,0.48,2.3,2.8,0.81,0.8,3.8,4.6,1.9,1.2,0.5,1.6,1.8,11.0,0.265,12.8,1.7,0.9,1.2,17.2,0.7,0.312,-0.4,3.5,0.6,15.9,2.5,13.3,10.1,0.533,21.0,0.5,1.3,0.089,79
Brandon Bass,PF,29,BOS,82,43,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,0.047,8.6,1.3,-0.5,-0.1,14.9,1.9,0.313,-0.4,7.8,3.4,16.3,1.1,9.6,11.3,0.557,19.5,0.7,5.3,0.132,75
Nicolas Batum,SF,26,POR,71,71,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,0.481,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,0.515,20.5,1.2,3.1,2.6,15.6,3.2,0.163,0.6,2.8,2.0,13.1,1.7,17.0,9.4,0.516,14.6,3.1,5.2,0.105,80
Jerryd Bayless,PG,26,MIL,77,4,22.3,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,0.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,0.233,21.0,0.6,-2.6,-0.3,12.5,2.0,0.266,-2.3,1.5,0.3,11.1,1.8,18.8,7.0,0.519,18.6,-0.3,2.4,0.066,74
Aron Baynes,C,28,SAS,70,17,16.0,2.6,4.7,0.566,0.0,0.1,0.25,2.6,4.6,0.57,0.567,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6,0.012,4.9,1.5,-1.0,-0.2,20.7,1.6,0.318,-0.7,11.2,2.3,15.9,0.7,14.8,16.1,0.618,17.8,0.3,3.9,0.166,73
Kent Bazemore,SG,25,ATL,75,10,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,0.399,8.6,2.1,-1.8,1.3,16.8,1.9,0.302,-3.1,1.9,-0.4,9.7,2.0,16.3,9.6,0.52,15.5,0.1,1.6,0.057,76
Bradley Beal,SG,21,WAS,63,59,33.4,5.8,13.5,0.427,1.7,4.1,0.409,4.1,9.4,0.434,0.489,2.1,2.6,0.783,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3,0.304,15.0,0.7,0.5,-0.1,9.6,2.4,0.195,0.5,3.1,1.3,14.0,1.8,11.7,6.4,0.521,22.5,1.3,3.7,0.085,79
Michael Beasley,PF,26,MIA,24,1,21.0,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.472,0.453,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,0.16,11.5,2.2,-4.7,-0.4,17.9,0.5,0.123,-4.3,2.9,-0.6,10.6,1.6,14.2,10.6,0.474,24.2,-0.3,-0.1,-0.007,78
Marco Belinelli,SG,28,SAS,62,9,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.471,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,0.489,10.3,0.2,-0.5,-1.1,10.5,1.4,0.211,0.6,2.2,1.5,12.4,1.1,10.6,6.4,0.553,18.8,0.5,2.9,0.1,73
Jerrelle Benimon,PF,23,UTA,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,0.0,-26.9,-6.6,76.6,0.0,,-20.3,38.7,0.0,4.7,0.0,100.0,57.8,,15.3,0.0,0.0,-0.215,66
Anthony Bennett,PF,21,MIN,57,3,15.7,2.2,5.2,0.421,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.641,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,0.077,8.7,1.4,-4.8,-1.2,21.6,0.4,0.215,-3.6,6.5,-0.1,11.4,1.5,10.0,13.8,0.458,17.8,-0.6,0.3,0.017,69
Patrick Beverley,PG,26,HOU,56,55,30.8,3.6,9.5,0.383,2.1,5.8,0.356,1.6,3.7,0.426,0.492,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,0.607,17.2,1.0,0.8,0.3,10.8,1.8,0.113,0.5,4.3,1.7,11.3,1.7,12.9,7.6,0.509,16.1,1.2,3.5,0.096,76
Bismack Biyombo,C,22,CHO,64,21,19.4,1.6,2.9,0.543,0.0,0.0,,1.6,2.9,0.543,0.543,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,0.0,2.0,6.3,-0.4,2.8,22.6,2.2,0.941,-3.2,13.7,1.8,15.2,0.7,16.5,18.0,0.578,11.6,0.5,4.0,0.156,74
Tarik Black,C,23,LAL,38,27,21.1,2.9,5.0,0.589,0.0,0.0,,2.9,5.0,0.589,0.589,1.3,2.3,0.562,2.2,4.1,6.3,0.9,0.3,0.6,0.8,2.7,7.2,0.0,6.8,2.2,-0.5,-0.2,22.5,0.4,0.468,-0.3,11.1,1.7,16.3,0.8,11.2,16.6,0.598,14.3,0.3,2.2,0.129,67
DeJuan Blair,PF,25,WAS,29,0,6.2,0.9,2.0,0.456,0.0,0.0,,0.9,2.0,0.456,0.456,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9,0.0,2.6,0.4,-7.4,-1.0,24.5,0.3,0.105,-6.4,10.3,-0.2,7.7,2.0,17.9,17.5,0.469,18.3,-0.2,0.1,0.033,70
Steve Blake,PG,34,POR,81,0,18.9,1.5,4.0,0.373,1.0,2.7,0.352,0.6,1.3,0.417,0.491,0.4,0.5,0.707,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,0.67,26.2,0.2,-2.1,-0.9,8.3,1.4,0.125,-1.2,1.1,0.7,9.5,1.4,23.2,4.8,0.507,13.2,0.0,2.1,0.066,67
Eric Bledsoe,PG,25,PHO,81,81,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0,0.26,27.9,1.2,2.6,0.9,13.9,2.9,0.422,1.7,2.8,4.1,18.4,2.3,18.1,8.3,0.555,23.7,3.3,7.0,0.119,86
Vander Blue,SG,22,LAL,2,1,37.0,4.5,15.0,0.3,1.0,5.0,0.2,3.5,10.0,0.35,0.333,1.0,2.5,0.4,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0,11.0,0.333,16.8,0.0,-8.5,-2.5,10.9,0.0,0.167,-6.0,2.9,-0.3,4.0,2.1,15.7,6.7,0.342,23.0,-0.1,-0.2,-0.156,61
Bojan Bogdanovic,SF,25,BRK,78,28,23.8,3.3,7.4,0.453,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0,0.444,5.8,0.4,-1.8,-1.9,9.8,0.7,0.184,0.0,3.0,1.7,11.6,0.9,11.1,6.4,0.562,17.2,0.1,2.4,0.062,75
Andrew Bogut,C,30,GSW,67,65,23.6,3.0,5.3,0.563,0.0,0.0,,3.0,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3,0.0,15.4,5.3,4.1,5.5,26.5,3.4,0.118,-1.4,9.9,1.9,15.8,1.2,22.1,18.5,0.565,13.2,2.4,5.2,0.159,77
Matt Bonner,PF,34,SAS,72,19,13.0,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.811,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7,0.548,7.1,1.0,-0.9,-0.7,10.2,0.9,0.161,-0.2,3.6,1.3,10.1,0.5,4.3,7.0,0.536,12.5,0.3,2.1,0.11,70
Trevor Booker,PF,27,UTA,79,5,19.8,2.9,5.9,0.487,0.4,1.1,0.345,2.5,4.8,0.518,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2,0.181,9.0,2.1,0.2,0.7,19.0,1.9,0.319,-0.6,10.3,1.7,15.3,1.5,14.3,14.7,0.536,18.1,0.9,3.6,0.11,73
Carlos Boozer,PF,33,LAL,71,26,23.8,5.2,10.5,0.499,0.0,0.0,,5.2,10.5,0.499,0.499,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8,0.0,10.3,0.6,-3.3,-1.5,25.2,1.0,0.202,-1.8,7.0,1.2,16.4,1.2,10.2,15.7,0.517,23.7,-0.6,2.2,0.062,74
Chris Bosh,C,30,MIA,44,44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1,0.226,12.0,1.4,-0.1,-1.0,20.0,1.5,0.311,1.0,3.6,2.1,19.8,1.4,10.1,12.0,0.548,28.4,0.8,3.6,0.111,85
Avery Bradley,SG,24,BOS,77,77,31.5,5.6,13.1,0.429,1.6,4.6,0.352,4.0,8.6,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,0.348,8.9,0.5,-1.7,-0.9,8.9,2.1,0.099,-0.8,2.0,0.4,11.5,1.7,9.4,5.4,0.507,21.0,0.2,2.5,0.049,80
Elton Brand,C,35,ATL,36,4,13.5,1.2,2.6,0.442,0.0,0.0,0.0,1.2,2.6,0.447,0.442,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.7,0.5,1.5,2.7,0.011,6.4,4.3,-1.4,3.1,16.4,0.8,0.242,-4.5,6.8,-0.1,9.4,1.8,14.6,11.8,0.457,11.6,0.1,0.7,0.07,71
Corey Brewer,SF,28,HOU,56,1,25.1,4.4,10.4,0.429,1.0,3.5,0.284,3.5,6.9,0.503,0.477,2.0,2.6,0.764,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,11.9,0.334,11.5,0.8,-1.6,-0.6,12.1,1.6,0.255,-1.0,3.8,1.0,14.0,2.1,11.2,8.0,0.516,22.4,0.2,2.7,0.091,73
Aaron Brooks,PG,30,CHI,82,21,23.0,4.2,10.0,0.421,1.5,3.8,0.387,2.7,6.1,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,0.383,24.2,0.6,-1.4,-2.4,7.5,1.5,0.213,1.0,1.9,1.7,14.4,1.5,14.9,4.8,0.534,25.0,0.3,3.3,0.083,72
Jabari Brown,SG,22,LAL,19,5,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,0.365,11.0,0.3,-3.8,-3.0,6.7,0.0,0.5,-0.8,0.6,0.4,11.0,1.1,13.4,3.5,0.547,18.8,-0.3,0.4,0.033,67
Lorenzo Brown,PG,24,MIN,29,7,18.9,1.8,4.2,0.426,0.2,1.0,0.214,1.6,3.2,0.489,0.451,0.4,0.7,0.632,0.5,1.9,2.4,3.1,1.0,0.2,1.0,1.7,4.2,0.23,24.9,0.9,-2.6,-0.6,12.0,0.2,0.156,-1.9,2.8,0.1,11.0,2.6,18.7,7.3,0.468,12.9,-0.1,0.3,0.025,67
Markel Brown,SG,23,BRK,47,29,16.6,1.6,4.5,0.362,0.4,1.4,0.266,1.3,3.1,0.404,0.402,1.0,1.2,0.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,0.305,7.4,1.2,-2.7,0.3,13.0,0.7,0.271,-3.0,2.3,-0.2,9.1,2.1,10.3,7.7,0.459,15.3,-0.1,0.5,0.031,69
Shannon Brown,SG,29,MIA,5,2,17.8,1.4,3.8,0.368,0.6,1.4,0.429,0.8,2.4,0.333,0.447,0.6,0.8,0.75,0.0,0.2,0.2,0.6,0.8,0.0,0.8,1.6,4.0,0.368,5.2,0.0,-6.1,-1.9,1.3,0.0,0.211,-4.2,0.0,-0.1,4.4,2.4,16.2,0.7,0.482,13.1,-0.1,0.0,-0.016,64
Kobe Bryant,SG,36,LAL,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,6.1,15.1,0.401,0.411,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,0.258,29.9,0.5,0.3,-1.3,16.5,0.6,0.338,1.6,2.3,-0.4,17.6,2.0,13.5,9.1,0.477,34.9,0.7,0.2,0.006,79
Chase Budinger,SF,26,MIN,67,4,19.2,2.5,5.8,0.433,0.8,2.1,0.364,1.7,3.7,0.474,0.5,1.0,1.2,0.827,0.5,2.5,3.0,1.0,0.7,0.1,0.7,1.1,6.8,0.367,8.0,0.6,-2.8,-1.9,15.1,0.2,0.208,-0.9,2.8,1.1,12.2,1.7,10.3,8.8,0.537,16.3,-0.3,1.3,0.049,67
Reggie Bullock,SF,23,PHO,11,0,6.8,0.1,1.5,0.063,0.0,0.6,0.0,0.1,0.8,0.111,0.063,0.2,0.4,0.5,0.1,0.8,0.9,0.2,0.1,0.2,0.2,0.2,0.4,0.438,3.4,2.0,-10.8,-0.3,13.3,0.0,0.25,-10.5,1.4,-0.3,-3.1,0.7,10.1,7.3,0.113,11.6,-0.2,-0.3,-0.173,72
