player,position,age,team,games,games started,minutes player,field goals per game,field goal attempts per game,field goal percentage,3-point field goals per game,3-point field goal attempted per game,3-point goal percentage,2-point field goals per game,2-point field goals attempted per game,2-point field goal percentage,effective field goal percentage,free throws per game,free throw attempts per game,free throw percentage,offensive rebounds per game,defensive rebounds per game,total rebounds per game,assists per game,steals per game,blocks per game,turnovers per game,personal fouls per game,points per game,3 point attempt rate,assist percentage,block percentage,box plus minus,defensive box plus minux,defensive rebound percentage,defensive win shares,free throw attempt rate,offensive box plus minux,offensive rebound percentage,offensive win shares,player efficiency rating,steal percentage,turnover percentage,total rebound percentage,true shooting percentage,usage percentage,value over replacement player,win shares,win shares per 48 minutes,rating
Michael Beasley,SF,22,MIN,73,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,0.474,3.0,4.0,0.753,1.6,4.0,5.6,2.2,0.7,0.7,2.7,3.0,19.2,0.132,12.3,1.7,-2.4,-1.6,14.1,1.0,0.234,-0.8,5.4,0.7,15.5,1.1,12.4,9.6,0.51,28.3,-0.3,1.7,0.035,78
Rodrigue Beaubois,PG,22,DAL,28,26,17.7,3.4,8.0,0.422,0.9,3.0,0.301,2.5,5.0,0.493,0.478,0.8,1.1,0.767,0.3,1.6,1.9,2.3,0.7,0.3,1.7,2.7,8.4,0.372,21.9,1.2,-1.5,-0.1,10.2,0.7,0.135,-1.4,1.7,-0.4,11.4,2.1,16.6,6.1,0.5,26.7,0.1,0.2,0.022,73
Mike Bibby,PG,32,MIA,22,12,26.5,2.5,5.7,0.437,1.8,4.0,0.455,0.7,1.7,0.395,0.595,0.5,0.7,0.625,0.1,2.1,2.2,2.5,0.5,0.1,1.5,2.1,7.3,0.698,14.1,0.4,-0.9,-0.8,9.1,0.6,0.127,0.0,0.4,0.4,9.0,1.0,19.4,5.0,0.601,13.3,0.2,1.0,0.084,59
Andris Biedrins,C,24,GSW,59,55,23.7,2.4,4.5,0.534,0.0,0.0,,2.4,4.5,0.534,0.534,0.2,0.5,0.323,2.5,4.8,7.2,1.0,0.9,0.9,1.0,3.4,5.0,0.0,6.0,2.8,-0.3,1.9,23.3,1.5,0.117,-2.3,11.5,1.1,12.1,1.9,16.9,17.3,0.526,10.6,0.6,2.6,0.088,63
Chauncey Billups,PG,34,NYK,21,21,31.6,5.0,12.3,0.403,2.0,6.0,0.328,3.0,6.3,0.474,0.483,5.7,6.3,0.902,0.6,2.5,3.1,5.5,0.9,0.1,2.3,2.5,17.5,0.484,27.4,0.2,0.8,-3.4,9.0,0.2,0.512,4.2,2.2,1.9,19.1,1.4,13.2,5.6,0.582,24.3,0.5,2.1,0.155,81
Steve Blake,PG,30,LAL,79,0,20.0,1.4,3.9,0.359,0.9,2.4,0.378,0.5,1.4,0.327,0.479,0.3,0.4,0.867,0.2,1.7,2.0,2.2,0.5,0.0,0.9,1.3,4.0,0.631,15.0,0.1,-2.3,-0.4,9.5,1.5,0.098,-1.9,1.4,0.3,7.5,1.3,18.6,5.6,0.5,11.3,-0.1,1.8,0.055,61
Andray Blatche,PF,24,WAS,64,63,33.9,6.7,15.0,0.445,0.1,0.3,0.222,6.6,14.7,0.449,0.447,3.4,4.4,0.777,2.9,5.4,8.2,2.3,1.5,0.8,2.7,2.8,16.8,0.019,11.7,1.8,-0.5,0.6,18.7,2.1,0.296,-1.0,9.3,0.3,16.9,2.3,13.7,13.8,0.497,25.5,0.8,2.4,0.053,70
Eric Bledsoe,PG,21,LAC,81,25,22.7,2.5,6.0,0.424,0.4,1.4,0.276,2.1,4.6,0.47,0.457,1.2,1.6,0.744,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,6.7,0.239,24.2,1.1,-2.0,0.6,9.8,1.6,0.274,-2.6,4.4,-1.3,10.8,2.6,26.3,7.1,0.499,17.9,0.0,0.3,0.008,67
Keith Bogans,SG,30,CHI,82,82,17.8,1.5,3.7,0.404,1.1,2.9,0.38,0.4,0.9,0.486,0.55,0.3,0.4,0.656,0.2,1.6,1.8,1.2,0.5,0.1,0.5,1.4,4.4,0.772,10.1,0.5,0.0,0.4,10.1,2.2,0.104,-0.4,1.6,1.4,9.0,1.4,11.3,5.9,0.559,11.4,0.7,3.6,0.118,63
Andrew Bogut,C,26,MIL,65,65,35.3,5.6,11.4,0.495,0.0,0.1,0.0,5.6,11.4,0.497,0.495,1.5,3.3,0.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3,12.8,0.005,10.4,5.8,2.4,5.0,27.1,5.1,0.292,-2.6,9.8,0.3,16.7,1.1,13.0,18.3,0.496,19.6,2.6,5.4,0.112,77
Matt Bonner,PF,30,SAS,66,1,21.7,2.6,5.6,0.464,1.6,3.5,0.457,1.0,2.1,0.475,0.605,0.5,0.7,0.744,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3,0.62,6.2,1.0,2.0,-0.1,14.2,1.4,0.116,2.1,5.0,3.0,13.5,0.9,6.5,9.7,0.617,13.4,1.5,4.4,0.147,65
Trevor Booker,PF,23,WAS,65,14,16.4,2.1,3.9,0.549,0.0,0.0,0.0,2.1,3.9,0.552,0.549,1.0,1.6,0.673,1.5,2.4,3.9,0.5,0.4,0.6,0.6,1.8,5.3,0.004,5.2,3.0,-0.7,0.3,17.0,0.8,0.399,-1.0,10.2,1.8,15.3,1.4,11.3,13.5,0.582,13.9,0.3,2.6,0.119,76
Carlos Boozer,C,29,CHI,59,59,31.9,7.3,14.3,0.51,0.0,0.0,,7.3,14.3,0.51,0.51,2.9,4.1,0.701,2.2,7.4,9.6,2.5,0.8,0.3,2.5,3.2,17.5,0.0,14.3,0.7,0.7,1.4,26.3,3.9,0.289,-0.7,8.3,1.9,18.8,1.3,13.5,17.6,0.542,26.9,1.3,5.8,0.149,80
Chris Bosh,PF,26,MIA,77,77,36.3,6.8,13.7,0.496,0.1,0.3,0.24,6.7,13.4,0.502,0.499,5.0,6.1,0.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7,0.024,8.9,1.4,0.4,0.3,20.0,4.3,0.446,0.1,6.4,6.1,19.4,1.1,9.8,13.6,0.569,23.5,1.7,10.3,0.177,81
Avery Bradley,PG,20,BOS,31,0,5.2,0.7,2.2,0.343,0.0,0.2,0.0,0.7,2.0,0.371,0.343,0.2,0.4,0.5,0.1,0.4,0.5,0.4,0.3,0.0,0.5,0.6,1.7,0.075,11.9,0.0,-9.7,0.0,9.3,0.3,0.179,-9.6,3.2,-0.8,2.2,3.0,18.1,6.5,0.36,26.1,-0.3,-0.5,-0.139,61
Elton Brand,PF,31,PHI,81,81,34.7,6.2,12.1,0.512,0.0,0.0,0.0,6.2,12.1,0.512,0.512,2.6,3.4,0.78,2.9,5.4,8.3,1.5,1.1,1.3,1.2,3.0,15.0,0.001,7.1,2.9,2.4,1.9,18.0,4.4,0.278,0.5,9.7,5.1,18.5,1.7,8.4,13.9,0.553,19.7,3.1,9.4,0.161,79
Corey Brewer,SG,24,DAL,13,2,11.4,1.9,3.9,0.49,0.3,1.0,0.308,1.6,2.9,0.553,0.529,1.2,1.6,0.714,0.9,0.8,1.8,0.9,0.8,0.2,0.8,1.9,5.3,0.255,13.3,1.0,3.9,1.8,8.4,0.3,0.412,2.1,9.9,0.3,17.6,3.9,14.2,9.1,0.573,22.2,0.2,0.5,0.163,67
Ronnie Brewer,SG,25,CHI,81,1,22.0,2.5,5.3,0.48,0.1,0.3,0.222,2.5,4.9,0.498,0.487,1.1,1.6,0.654,0.7,2.6,3.2,1.7,1.3,0.3,0.7,1.0,6.2,0.063,12.1,0.9,1.8,3.2,13.2,3.8,0.311,-1.4,3.7,1.7,13.8,3.2,10.2,8.6,0.518,13.9,1.7,5.4,0.147,73
Aaron Brooks,PG,26,PHO,25,5,18.9,3.4,8.0,0.43,0.9,2.7,0.328,2.6,5.3,0.481,0.485,1.8,2.3,0.807,0.4,0.7,1.1,4.2,0.5,0.0,1.8,1.8,9.6,0.335,35.3,0.2,-2.8,-4.1,4.4,0.1,0.285,1.4,2.2,0.6,15.6,1.4,16.4,3.3,0.533,25.7,-0.1,0.7,0.07,75
Derrick Brown,SF,23,NYK,8,0,11.0,1.5,2.3,0.667,0.4,0.5,0.75,1.1,1.8,0.643,0.75,0.9,1.6,0.538,1.1,0.8,1.9,0.5,0.5,0.3,0.9,1.4,4.3,0.222,6.9,1.7,0.8,-0.7,7.9,0.1,0.722,1.5,11.6,0.2,16.0,2.3,22.8,9.7,0.717,15.5,0.1,0.2,0.13,67
Kwame Brown,C,28,CHA,66,50,26.0,2.9,5.7,0.517,0.0,0.0,,2.9,5.7,0.517,0.517,2.1,3.5,0.589,2.2,4.6,6.8,0.7,0.4,0.6,1.0,2.6,7.9,0.0,4.1,1.8,-2.3,-0.1,21.6,1.7,0.616,-2.2,10.3,1.8,12.8,0.8,12.6,15.9,0.55,14.9,-0.1,3.5,0.097,68
Shannon Brown,SG,25,LAL,82,0,19.1,3.3,7.8,0.425,0.9,2.6,0.349,2.4,5.3,0.462,0.482,1.1,1.2,0.911,0.4,1.5,1.9,1.2,0.8,0.2,0.9,1.5,8.7,0.33,10.0,0.8,-1.7,-1.1,8.5,1.9,0.157,-0.6,2.6,1.1,13.6,2.3,9.8,5.7,0.518,22.2,0.1,3.1,0.093,72
Kobe Bryant,SG,32,LAL,82,82,33.9,9.0,20.0,0.451,1.4,4.3,0.323,7.6,15.6,0.487,0.487,5.9,7.1,0.828,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,0.217,26.7,0.3,3.8,-0.9,13.3,3.5,0.356,4.7,3.5,6.8,23.9,1.9,11.4,8.5,0.548,35.1,4.1,10.3,0.178,90
Caron Butler,SF,30,DAL,29,29,29.9,5.9,13.0,0.45,1.0,2.2,0.431,4.9,10.8,0.454,0.487,2.3,3.0,0.773,0.8,3.3,4.1,1.6,1.0,0.3,1.7,2.0,15.0,0.172,9.1,0.7,-1.4,0.0,12.5,1.0,0.233,-1.4,3.1,0.2,14.2,1.7,10.5,8.0,0.523,25.1,0.1,1.2,0.067,74
Andrew Bynum,C,23,LAL,54,47,27.8,4.4,7.6,0.574,0.0,0.0,,4.4,7.6,0.574,0.574,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6,11.3,0.0,7.7,5.4,3.3,2.8,24.7,2.8,0.506,0.5,13.3,3.8,21.1,0.7,12.8,19.2,0.606,17.6,2.0,6.6,0.21,84
Will Bynum,PG,28,DET,61,5,18.4,3.0,6.7,0.448,0.3,0.8,0.32,2.7,5.8,0.466,0.468,1.7,2.0,0.836,0.2,1.0,1.2,3.2,0.9,0.1,1.4,1.9,7.9,0.123,28.6,0.3,-3.1,-2.9,6.7,0.4,0.3,-0.2,1.6,1.1,15.2,2.5,15.3,4.0,0.524,22.5,-0.3,1.5,0.066,66
Jose Calderon,PG,29,TOR,68,55,30.9,3.9,8.8,0.44,0.8,2.3,0.365,3.0,6.5,0.466,0.487,1.3,1.5,0.854,0.4,2.5,3.0,8.9,1.2,0.1,2.2,2.1,9.8,0.262,43.0,0.3,-1.3,-2.7,9.9,0.4,0.173,1.4,1.7,3.2,16.3,2.0,18.8,5.7,0.522,16.8,0.4,3.7,0.084,73
Derrick Caracter,C,22,LAL,41,0,5.2,0.8,1.6,0.485,0.0,0.0,,0.8,1.6,0.485,0.485,0.4,0.6,0.739,0.5,0.6,1.0,0.2,0.1,0.2,0.5,1.1,2.0,0.0,5.1,3.5,-4.9,-0.3,12.2,0.3,0.348,-4.5,10.3,0.0,10.0,1.0,20.0,11.3,0.532,20.2,-0.2,0.3,0.057,64
Brian Cardinal,SF,33,DAL,56,4,11.0,0.8,1.8,0.43,0.8,1.6,0.483,0.0,0.2,0.077,0.64,0.3,0.3,0.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2.6,0.87,9.1,0.9,2.4,1.3,8.9,0.7,0.18,1.1,2.0,1.0,9.7,2.0,13.6,5.6,0.672,9.5,0.7,1.7,0.132,53
Matt Carroll,SG,30,CHA,54,1,10.8,1.6,3.7,0.447,0.3,0.9,0.37,1.3,2.8,0.471,0.49,0.7,1.0,0.769,0.2,1.0,1.3,0.4,0.3,0.1,0.4,0.8,4.4,0.231,6.9,0.8,-4.3,-2.0,11.7,0.5,0.261,-2.3,2.5,0.3,12.2,1.6,9.4,7.1,0.53,19.8,-0.3,0.8,0.062,57
Anthony Carter,PG,35,NYK,19,0,16.3,1.8,4.0,0.461,0.4,1.5,0.286,1.4,2.5,0.563,0.513,0.3,0.3,1.0,0.4,1.7,2.1,2.3,0.9,0.3,1.3,1.6,4.4,0.368,20.4,1.2,-1.8,0.1,11.9,0.3,0.079,-1.9,2.6,0.0,11.1,2.9,24.1,7.2,0.534,14.8,0.0,0.3,0.044,56
Vince Carter,SG,34,PHO,51,41,27.2,5.2,12.3,0.422,1.7,4.8,0.366,3.4,7.5,0.458,0.494,1.4,1.9,0.735,0.8,2.8,3.6,1.6,0.9,0.3,1.1,2.4,13.5,0.389,9.6,0.9,-0.4,-1.2,11.8,0.8,0.157,0.8,3.6,0.9,14.2,1.7,7.5,7.7,0.516,23.5,0.5,1.7,0.06,78
Omri Casspi,SF,22,SAC,71,27,24.0,3.2,7.7,0.412,1.3,3.5,0.372,1.9,4.2,0.445,0.496,1.0,1.4,0.673,1.0,3.3,4.3,1.0,0.8,0.2,1.0,1.6,8.6,0.452,6.6,0.6,-1.3,-0.7,16.0,1.3,0.185,-0.6,4.8,1.1,11.7,1.6,10.3,10.3,0.517,16.7,0.3,2.5,0.069,65
Mario Chalmers,PG,24,MIA,70,28,22.6,2.2,5.5,0.399,1.2,3.3,0.359,1.0,2.2,0.459,0.506,0.8,0.9,0.871,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4,0.595,16.8,0.3,0.0,0.3,9.5,2.3,0.16,-0.3,1.0,0.7,10.3,2.5,18.0,5.5,0.538,15.0,0.8,2.9,0.089,73
Tyson Chandler,C,28,DAL,74,74,27.8,3.6,5.5,0.654,0.0,0.0,,3.6,5.5,0.654,0.654,2.9,4.0,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,0.0,2.4,3.0,2.2,1.7,26.6,3.5,0.725,0.5,12.2,5.8,18.4,0.9,14.1,19.7,0.697,14.2,2.2,9.4,0.218,79
Wilson Chandler,SF,23,DEN,21,19,30.6,4.8,11.5,0.419,1.2,3.6,0.347,3.6,7.9,0.452,0.473,1.6,2.0,0.81,0.6,4.4,5.0,1.6,0.7,1.1,1.8,2.2,12.5,0.311,8.3,2.8,-1.6,0.5,16.1,0.7,0.174,-2.1,2.4,-0.2,11.6,1.1,12.5,9.4,0.505,20.6,0.1,0.5,0.037,77
Josh Childress,SG,27,PHO,54,3,16.6,2.2,4.0,0.565,0.0,0.3,0.063,2.2,3.7,0.606,0.568,0.5,1.1,0.492,1.3,1.6,2.9,0.8,0.6,0.4,0.8,1.3,5.0,0.075,7.0,1.9,0.5,1.3,11.1,0.6,0.276,-0.7,8.9,0.8,13.0,1.9,15.5,10.0,0.567,14.3,0.6,1.4,0.076,65
Jason Collins,C,32,ATL,49,28,12.1,0.7,1.4,0.479,0.0,0.0,1.0,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0,0.014,5.3,1.2,-3.9,0.5,14.5,0.5,0.577,-4.4,6.1,0.1,5.4,0.8,22.6,10.4,0.539,9.2,-0.3,0.6,0.049,55
Darren Collison,PG,23,IND,79,79,29.9,5.0,11.0,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2,0.143,28.9,0.4,-0.7,-0.9,8.6,2.2,0.267,0.2,1.9,2.1,15.6,1.9,16.6,5.3,0.534,21.9,0.8,4.3,0.087,75
Nick Collison,C,30,OKC,71,2,21.5,1.9,3.4,0.566,0.0,0.0,,1.9,3.4,0.566,0.566,0.8,1.0,0.753,1.7,2.8,4.5,1.0,0.6,0.4,0.8,3.0,4.6,0.0,6.7,1.5,1.0,1.4,14.6,1.5,0.302,-0.3,9.5,2.1,10.8,1.4,16.7,12.1,0.6,9.8,1.2,3.6,0.113,70
Daequan Cook,SG,23,OKC,43,0,13.9,1.8,4.2,0.436,1.5,3.6,0.422,0.3,0.6,0.519,0.616,0.4,0.5,0.8,0.2,1.5,1.7,0.5,0.3,0.0,0.4,1.2,5.6,0.851,5.3,0.1,-0.2,-2.7,12.1,0.4,0.11,2.5,1.6,1.2,12.8,1.2,8.2,7.0,0.63,15.7,0.3,1.6,0.126,64
Marcus Cousin,C,24,UTA,4,0,4.5,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0,0.0,0.0,4.5,-9.9,-2.4,20.3,0.0,0.0,-7.5,0.0,0.0,7.8,0.0,25.0,10.1,0.667,10.2,0.0,0.0,0.008,62
DeMarcus Cousins,C,20,SAC,81,62,28.5,5.3,12.4,0.43,0.0,0.2,0.167,5.3,12.2,0.435,0.432,3.4,5.0,0.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,14.1,0.018,14.7,2.1,-1.4,1.5,24.4,2.9,0.4,-2.9,10.4,-1.9,14.6,1.9,18.5,17.2,0.484,27.2,0.4,1.1,0.022,82
Jamal Crawford,SG,30,ATL,76,0,30.2,4.8,11.5,0.421,1.6,4.6,0.341,3.3,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,0.399,17.7,0.5,-2.0,-2.7,5.6,1.4,0.297,0.7,1.2,1.9,14.2,1.3,12.8,3.4,0.545,23.4,0.0,3.4,0.071,80
